N,M,K,D,Ktrue,Dtrue,dataseed,maskseed,inforate
20.0,20.0,4.0,6.0,5.0,5.0,105.0,104.0,-2.044986698208922
20.0,20.0,4.0,7.0,5.0,5.0,101.0,101.0,-2.5158431521654085
20.0,20.0,4.0,7.0,5.0,5.0,101.0,102.0,-2.491263251706097
20.0,20.0,4.0,7.0,5.0,5.0,101.0,103.0,-2.520748062030396
20.0,20.0,4.0,7.0,5.0,5.0,101.0,104.0,-2.431032713678487
20.0,20.0,4.0,7.0,5.0,5.0,102.0,101.0,-2.2297037563489166
20.0,20.0,4.0,7.0,5.0,5.0,102.0,102.0,-1.896115742064055
20.0,20.0,4.0,7.0,5.0,5.0,102.0,103.0,-1.9567278584764263
20.0,20.0,4.0,7.0,5.0,5.0,102.0,104.0,-2.373836412310451
20.0,20.0,4.0,7.0,5.0,5.0,103.0,101.0,-2.659102460110637
20.0,20.0,4.0,7.0,5.0,5.0,103.0,102.0,-1.8974822376190204
20.0,20.0,4.0,7.0,5.0,5.0,103.0,103.0,-2.427316669708515
20.0,20.0,4.0,7.0,5.0,5.0,103.0,104.0,-2.222772254369825
20.0,20.0,4.0,7.0,5.0,5.0,104.0,101.0,-1.8437660501834496
20.0,20.0,4.0,7.0,5.0,5.0,104.0,102.0,-2.5414545015446484
20.0,20.0,4.0,7.0,5.0,5.0,104.0,103.0,-2.2441018487876567
20.0,20.0,4.0,7.0,5.0,5.0,104.0,104.0,-2.0776995477958824
20.0,20.0,4.0,7.0,5.0,5.0,105.0,101.0,-2.0030403459108728
20.0,20.0,4.0,7.0,5.0,5.0,105.0,102.0,-2.473635617261651
20.0,20.0,4.0,7.0,5.0,5.0,105.0,103.0,-2.0160968006340854
20.0,20.0,4.0,7.0,5.0,5.0,105.0,104.0,-2.0335603224810117
20.0,20.0,4.0,8.0,5.0,5.0,101.0,101.0,-2.5076075938563562
20.0,20.0,4.0,8.0,5.0,5.0,101.0,102.0,-2.5158420858399038
20.0,20.0,4.0,8.0,5.0,5.0,101.0,103.0,-2.5129632933187698
20.0,20.0,4.0,8.0,5.0,5.0,101.0,104.0,-2.4496624518256103
20.0,20.0,4.0,8.0,5.0,5.0,102.0,101.0,-2.2208225501528682
20.0,20.0,4.0,8.0,5.0,5.0,102.0,102.0,-1.8897911016286428
20.0,20.0,4.0,8.0,5.0,5.0,102.0,103.0,-1.9670116573019125
20.0,20.0,4.0,8.0,5.0,5.0,102.0,104.0,-2.4868003380501764
20.0,20.0,4.0,8.0,5.0,5.0,103.0,101.0,-2.6991420285872496
20.0,20.0,4.0,8.0,5.0,5.0,103.0,102.0,-1.9169466136619928
20.0,20.0,4.0,8.0,5.0,5.0,103.0,103.0,-2.476844780150265
20.0,20.0,4.0,8.0,5.0,5.0,103.0,104.0,-2.209444714477465
20.0,20.0,4.0,8.0,5.0,5.0,104.0,101.0,-1.8361115960181853
20.0,20.0,4.0,8.0,5.0,5.0,104.0,102.0,-2.6113444183719032
20.0,20.0,4.0,8.0,5.0,5.0,104.0,103.0,-2.268069455611315
20.0,20.0,4.0,8.0,5.0,5.0,104.0,104.0,-2.093206089536298
20.0,20.0,4.0,8.0,5.0,5.0,105.0,101.0,-2.015312809441441
20.0,20.0,4.0,8.0,5.0,5.0,105.0,102.0,-2.4893713086949196
20.0,20.0,4.0,8.0,5.0,5.0,105.0,103.0,-2.010890065318486
20.0,20.0,4.0,8.0,5.0,5.0,105.0,104.0,-2.050174253485863
20.0,20.0,4.0,9.0,5.0,5.0,101.0,101.0,-2.5421222793891323
20.0,20.0,4.0,9.0,5.0,5.0,101.0,102.0,-2.5379637601684593
20.0,20.0,4.0,9.0,5.0,5.0,101.0,103.0,-2.562092361566662
20.0,20.0,4.0,9.0,5.0,5.0,101.0,104.0,-2.442208636671596
20.0,20.0,4.0,9.0,5.0,5.0,102.0,101.0,-2.1994236050510625
20.0,20.0,4.0,9.0,5.0,5.0,102.0,102.0,-1.8829799271926349
20.0,20.0,4.0,9.0,5.0,5.0,102.0,103.0,-1.9640360457403447
20.0,20.0,4.0,9.0,5.0,5.0,102.0,104.0,-2.427270833540492
20.0,20.0,4.0,9.0,5.0,5.0,103.0,101.0,-2.667441802285943
20.0,20.0,4.0,9.0,5.0,5.0,103.0,102.0,-1.8822047292921382
20.0,20.0,4.0,9.0,5.0,5.0,103.0,103.0,-2.470498946619082
20.0,20.0,4.0,9.0,5.0,5.0,103.0,104.0,-2.237483474281276
20.0,20.0,4.0,9.0,5.0,5.0,104.0,101.0,-1.8395840798414174
20.0,20.0,4.0,9.0,5.0,5.0,104.0,102.0,-2.6639900704168653
20.0,20.0,4.0,9.0,5.0,5.0,104.0,103.0,-2.312015685138643
20.0,20.0,4.0,9.0,5.0,5.0,104.0,104.0,-2.0778241531689825
20.0,20.0,4.0,9.0,5.0,5.0,105.0,101.0,-1.9715662721561271
20.0,20.0,4.0,9.0,5.0,5.0,105.0,102.0,-2.4909081961393205
20.0,20.0,4.0,9.0,5.0,5.0,105.0,103.0,-1.9838973125631318
20.0,20.0,4.0,9.0,5.0,5.0,105.0,104.0,-2.064613566144565
20.0,20.0,5.0,10.0,5.0,5.0,101.0,101.0,-2.5703515810808573
20.0,20.0,5.0,10.0,5.0,5.0,101.0,102.0,-2.437016287141758
20.0,20.0,5.0,10.0,5.0,5.0,101.0,103.0,-2.508207380576619
20.0,20.0,5.0,10.0,5.0,5.0,101.0,104.0,-2.4389109788060477
20.0,20.0,5.0,10.0,5.0,5.0,102.0,101.0,-2.133738959017792
20.0,20.0,5.0,10.0,5.0,5.0,102.0,102.0,-1.8005977514044962
20.0,20.0,5.0,10.0,5.0,5.0,102.0,103.0,-1.8955786091341553
20.0,20.0,5.0,10.0,5.0,5.0,102.0,104.0,-2.2368349291298055
20.0,20.0,5.0,10.0,5.0,5.0,103.0,101.0,-2.6679958773580235
20.0,20.0,5.0,10.0,5.0,5.0,103.0,102.0,-1.9282454850402353
20.0,20.0,5.0,10.0,5.0,5.0,103.0,103.0,-2.4299934428047862
20.0,20.0,5.0,10.0,5.0,5.0,103.0,104.0,-2.2419325345685435
20.0,20.0,5.0,10.0,5.0,5.0,104.0,101.0,-1.8728085606298766
20.0,20.0,5.0,10.0,5.0,5.0,104.0,102.0,-2.4589047479370256
20.0,20.0,5.0,10.0,5.0,5.0,104.0,103.0,-2.1995686237398844
20.0,20.0,5.0,10.0,5.0,5.0,104.0,104.0,-1.9759271393158548
20.0,20.0,5.0,10.0,5.0,5.0,105.0,101.0,-1.9950994520211844
20.0,20.0,5.0,10.0,5.0,5.0,105.0,102.0,-2.441935281371241
20.0,20.0,5.0,10.0,5.0,5.0,105.0,103.0,-2.074582306091091
20.0,20.0,5.0,10.0,5.0,5.0,105.0,104.0,-1.9660146506061964
20.0,20.0,5.0,1.0,5.0,5.0,101.0,101.0,-2.504140832571294
20.0,20.0,5.0,1.0,5.0,5.0,101.0,102.0,-2.435987461697942
20.0,20.0,5.0,1.0,5.0,5.0,101.0,103.0,-2.3839509409791484
20.0,20.0,5.0,1.0,5.0,5.0,101.0,104.0,-2.579500660207518
20.0,20.0,5.0,1.0,5.0,5.0,102.0,101.0,-2.4479308599012053
20.0,20.0,5.0,1.0,5.0,5.0,102.0,102.0,-2.1445539071221504
20.0,20.0,5.0,1.0,5.0,5.0,102.0,103.0,-2.260407152602316
20.0,20.0,5.0,1.0,5.0,5.0,102.0,104.0,-2.2556231660132324
20.0,20.0,5.0,1.0,5.0,5.0,103.0,101.0,-2.423102792881252
20.0,20.0,5.0,1.0,5.0,5.0,103.0,102.0,-2.3152494075410095
20.0,20.0,5.0,1.0,5.0,5.0,103.0,103.0,-2.3726539807007176
20.0,20.0,5.0,1.0,5.0,5.0,103.0,104.0,-2.351522155819018
20.0,20.0,5.0,1.0,5.0,5.0,104.0,101.0,-2.1145138612730388
20.0,20.0,5.0,1.0,5.0,5.0,104.0,102.0,-2.3725535925270718
20.0,20.0,5.0,1.0,5.0,5.0,104.0,103.0,-2.433718694299288
20.0,20.0,5.0,1.0,5.0,5.0,104.0,104.0,-2.2718520613561775
20.0,20.0,5.0,1.0,5.0,5.0,105.0,101.0,-2.1789025628840917
20.0,20.0,5.0,1.0,5.0,5.0,105.0,102.0,-2.4544974766423526
20.0,20.0,5.0,1.0,5.0,5.0,105.0,103.0,-2.3677615105236565
20.0,20.0,5.0,1.0,5.0,5.0,105.0,104.0,-2.1923585184946224
20.0,20.0,5.0,2.0,5.0,5.0,101.0,101.0,-2.4548719861042096
20.0,20.0,5.0,2.0,5.0,5.0,101.0,102.0,-2.37443363606972
20.0,20.0,5.0,2.0,5.0,5.0,101.0,103.0,-2.3488295714295906
20.0,20.0,5.0,2.0,5.0,5.0,101.0,104.0,-2.4721142574348915
20.0,20.0,5.0,2.0,5.0,5.0,102.0,101.0,-2.296128536590701
20.0,20.0,5.0,2.0,5.0,5.0,102.0,102.0,-1.9966026376701216
20.0,20.0,5.0,2.0,5.0,5.0,102.0,103.0,-2.1121382735163037
20.0,20.0,5.0,2.0,5.0,5.0,102.0,104.0,-2.1955274960649596
20.0,20.0,5.0,2.0,5.0,5.0,103.0,101.0,-2.421607424528776
20.0,20.0,5.0,2.0,5.0,5.0,103.0,102.0,-2.1491821631344505
20.0,20.0,5.0,2.0,5.0,5.0,103.0,103.0,-2.3090108306683073
20.0,20.0,5.0,2.0,5.0,5.0,103.0,104.0,-2.237563358291845
20.0,20.0,5.0,2.0,5.0,5.0,104.0,101.0,-1.9742620266898914
20.0,20.0,5.0,2.0,5.0,5.0,104.0,102.0,-2.331094524262029
20.0,20.0,5.0,2.0,5.0,5.0,104.0,103.0,-2.3469861753501307
20.0,20.0,5.0,2.0,5.0,5.0,104.0,104.0,-2.146230264539045
20.0,20.0,5.0,2.0,5.0,5.0,105.0,101.0,-2.067038188205513
20.0,20.0,5.0,2.0,5.0,5.0,105.0,102.0,-2.3963622676392067
20.0,20.0,5.0,2.0,5.0,5.0,105.0,103.0,-2.2175301435331467
20.0,20.0,5.0,2.0,5.0,5.0,105.0,104.0,-2.0728114165019282
20.0,20.0,5.0,3.0,5.0,5.0,101.0,101.0,-2.4553825573607986
20.0,20.0,5.0,3.0,5.0,5.0,101.0,102.0,-2.3589570123116435
20.0,20.0,5.0,3.0,5.0,5.0,101.0,103.0,-2.365575075046819
20.0,20.0,5.0,3.0,5.0,5.0,101.0,104.0,-2.4208010792878754
20.0,20.0,5.0,3.0,5.0,5.0,102.0,101.0,-2.2211844209509746
20.0,20.0,5.0,3.0,5.0,5.0,102.0,102.0,-1.9252588818028176
20.0,20.0,5.0,3.0,5.0,5.0,102.0,103.0,-2.0489442897360517
20.0,20.0,5.0,3.0,5.0,5.0,102.0,104.0,-2.166036405190111
20.0,20.0,5.0,3.0,5.0,5.0,103.0,101.0,-2.4571287367197776
20.0,20.0,5.0,3.0,5.0,5.0,103.0,102.0,-2.070749291006447
20.0,20.0,5.0,3.0,5.0,5.0,103.0,103.0,-2.263633212555208
20.0,20.0,5.0,3.0,5.0,5.0,103.0,104.0,-2.209303141094896
20.0,20.0,5.0,3.0,5.0,5.0,104.0,101.0,-1.9090757189385539
20.0,20.0,5.0,3.0,5.0,5.0,104.0,102.0,-2.330397825213151
20.0,20.0,5.0,3.0,5.0,5.0,104.0,103.0,-2.27961259238547
20.0,20.0,5.0,3.0,5.0,5.0,104.0,104.0,-2.094726471911195
20.0,20.0,5.0,3.0,5.0,5.0,105.0,101.0,-1.99819444981787
20.0,20.0,5.0,3.0,5.0,5.0,105.0,102.0,-2.370554394975188
20.0,20.0,5.0,3.0,5.0,5.0,105.0,103.0,-2.1403106265133647
20.0,20.0,5.0,3.0,5.0,5.0,105.0,104.0,-2.01205137338668
20.0,20.0,5.0,4.0,5.0,5.0,101.0,101.0,-2.471725352995114
20.0,20.0,5.0,4.0,5.0,5.0,101.0,102.0,-2.3714050668985287
20.0,20.0,5.0,4.0,5.0,5.0,101.0,103.0,-2.365292120252169
20.0,20.0,5.0,4.0,5.0,5.0,101.0,104.0,-2.422969261433546
20.0,20.0,5.0,4.0,5.0,5.0,102.0,101.0,-2.1891262092062767
20.0,20.0,5.0,4.0,5.0,5.0,102.0,102.0,-1.8970950917582818
20.0,20.0,5.0,4.0,5.0,5.0,102.0,103.0,-1.9810895567410831
20.0,20.0,5.0,4.0,5.0,5.0,102.0,104.0,-2.1796177363716964
20.0,20.0,5.0,4.0,5.0,5.0,103.0,101.0,-2.4923092669757474
20.0,20.0,5.0,4.0,5.0,5.0,103.0,102.0,-2.0232667941218168
20.0,20.0,5.0,4.0,5.0,5.0,103.0,103.0,-2.297411004159308
20.0,20.0,5.0,4.0,5.0,5.0,103.0,104.0,-2.214417052554175
20.0,20.0,5.0,4.0,5.0,5.0,104.0,101.0,-1.892269126297501
20.0,20.0,5.0,4.0,5.0,5.0,104.0,102.0,-2.342672732231824
20.0,20.0,5.0,4.0,5.0,5.0,104.0,103.0,-2.2508967622340856
20.0,20.0,5.0,4.0,5.0,5.0,104.0,104.0,-2.05434007486541
20.0,20.0,5.0,4.0,5.0,5.0,105.0,101.0,-1.989946586024267
20.0,20.0,5.0,4.0,5.0,5.0,105.0,102.0,-2.375656838514918
20.0,20.0,5.0,4.0,5.0,5.0,105.0,103.0,-2.1190243093921572
20.0,20.0,5.0,4.0,5.0,5.0,105.0,104.0,-1.9803061823929153
20.0,20.0,5.0,5.0,5.0,5.0,101.0,101.0,-2.4914437033372634
20.0,20.0,5.0,5.0,5.0,5.0,101.0,102.0,-2.3801315051847647
20.0,20.0,5.0,5.0,5.0,5.0,101.0,103.0,-2.4085439970664724
20.0,20.0,5.0,5.0,5.0,5.0,101.0,104.0,-2.428317338548949
20.0,20.0,5.0,5.0,5.0,5.0,102.0,101.0,-2.1649757538097174
20.0,20.0,5.0,5.0,5.0,5.0,102.0,102.0,-1.8643926993730873
20.0,20.0,5.0,5.0,5.0,5.0,102.0,103.0,-1.965877643461146
20.0,20.0,5.0,5.0,5.0,5.0,102.0,104.0,-2.186202087684841
20.0,20.0,5.0,5.0,5.0,5.0,103.0,101.0,-2.5146272563654355
20.0,20.0,5.0,5.0,5.0,5.0,103.0,102.0,-2.0171390577059
20.0,20.0,5.0,5.0,5.0,5.0,103.0,103.0,-2.3263336097732656
20.0,20.0,5.0,5.0,5.0,5.0,103.0,104.0,-2.20394590930449
20.0,20.0,5.0,5.0,5.0,5.0,104.0,101.0,-1.8683853057406485
20.0,20.0,5.0,5.0,5.0,5.0,104.0,102.0,-2.3565741817845978
20.0,20.0,5.0,5.0,5.0,5.0,104.0,103.0,-2.2099128821458853
20.0,20.0,5.0,5.0,5.0,5.0,104.0,104.0,-2.025705535856471
20.0,20.0,5.0,5.0,5.0,5.0,105.0,101.0,-1.9952507021794275
20.0,20.0,5.0,5.0,5.0,5.0,105.0,102.0,-2.375119788062046
20.0,20.0,5.0,5.0,5.0,5.0,105.0,103.0,-2.07278248768484
20.0,20.0,5.0,5.0,5.0,5.0,105.0,104.0,-1.9909508609692281
20.0,20.0,5.0,6.0,5.0,5.0,101.0,101.0,-2.4971203503834127
20.0,20.0,5.0,6.0,5.0,5.0,101.0,102.0,-2.379106024034249
20.0,20.0,5.0,6.0,5.0,5.0,101.0,103.0,-2.424238939488484
20.0,20.0,5.0,6.0,5.0,5.0,101.0,104.0,-2.404270853942494
20.0,20.0,5.0,6.0,5.0,5.0,102.0,101.0,-2.1602893836406594
20.0,20.0,5.0,6.0,5.0,5.0,102.0,102.0,-1.847734217249748
20.0,20.0,5.0,6.0,5.0,5.0,102.0,103.0,-1.9410132203864774
20.0,20.0,5.0,6.0,5.0,5.0,102.0,104.0,-2.188401997832455
20.0,20.0,5.0,6.0,5.0,5.0,103.0,101.0,-2.546587433283654
20.0,20.0,5.0,6.0,5.0,5.0,103.0,102.0,-1.983148502290535
20.0,20.0,5.0,6.0,5.0,5.0,103.0,103.0,-2.3484840062514416
20.0,20.0,5.0,6.0,5.0,5.0,103.0,104.0,-2.2011543470525523
20.0,20.0,5.0,6.0,5.0,5.0,104.0,101.0,-1.882340548603384
20.0,20.0,5.0,6.0,5.0,5.0,104.0,102.0,-2.3800448207981355
20.0,20.0,5.0,6.0,5.0,5.0,104.0,103.0,-2.2387575226217997
20.0,20.0,5.0,6.0,5.0,5.0,104.0,104.0,-2.0025411997664855
20.0,20.0,5.0,6.0,5.0,5.0,105.0,101.0,-1.9761117695991366
20.0,20.0,5.0,6.0,5.0,5.0,105.0,102.0,-2.390966577496316
20.0,20.0,5.0,6.0,5.0,5.0,105.0,103.0,-2.0774622106152973
20.0,20.0,5.0,6.0,5.0,5.0,105.0,104.0,-1.9611062917084991
20.0,20.0,5.0,7.0,5.0,5.0,101.0,101.0,-2.5163508056444526
20.0,20.0,5.0,7.0,5.0,5.0,101.0,102.0,-2.408541669424135
20.0,20.0,5.0,7.0,5.0,5.0,101.0,103.0,-2.4534940976628574
20.0,20.0,5.0,7.0,5.0,5.0,101.0,104.0,-2.415397651669585
20.0,20.0,5.0,7.0,5.0,5.0,102.0,101.0,-2.155751421616543
20.0,20.0,5.0,7.0,5.0,5.0,102.0,102.0,-1.8342786374829725
20.0,20.0,5.0,7.0,5.0,5.0,102.0,103.0,-1.9338860771775777
20.0,20.0,5.0,7.0,5.0,5.0,102.0,104.0,-2.2025730182280765
20.0,20.0,5.0,7.0,5.0,5.0,103.0,101.0,-2.5760037170189745
20.0,20.0,5.0,7.0,5.0,5.0,103.0,102.0,-1.9837393024194445
20.0,20.0,5.0,7.0,5.0,5.0,103.0,103.0,-2.329357138654199
20.0,20.0,5.0,7.0,5.0,5.0,103.0,104.0,-2.2164848532778123
20.0,20.0,5.0,7.0,5.0,5.0,104.0,101.0,-1.8774612763657945
20.0,20.0,5.0,7.0,5.0,5.0,104.0,102.0,-2.392789387699568
20.0,20.0,5.0,7.0,5.0,5.0,104.0,103.0,-2.214278942565116
20.0,20.0,5.0,7.0,5.0,5.0,104.0,104.0,-1.9892792857667507
20.0,20.0,5.0,7.0,5.0,5.0,105.0,101.0,-1.9742188847769087
20.0,20.0,5.0,7.0,5.0,5.0,105.0,102.0,-2.4136670091997727
20.0,20.0,5.0,7.0,5.0,5.0,105.0,103.0,-2.0650088558650284
20.0,20.0,5.0,7.0,5.0,5.0,105.0,104.0,-1.9555656622916855
20.0,20.0,5.0,8.0,5.0,5.0,101.0,101.0,-2.5370890342147727
20.0,20.0,5.0,8.0,5.0,5.0,101.0,102.0,-2.3962378216394367
20.0,20.0,5.0,8.0,5.0,5.0,101.0,103.0,-2.4735744933489547
20.0,20.0,5.0,8.0,5.0,5.0,101.0,104.0,-2.408133242390082
20.0,20.0,5.0,8.0,5.0,5.0,102.0,101.0,-2.144171380134286
20.0,20.0,5.0,8.0,5.0,5.0,102.0,102.0,-1.818349627266843
20.0,20.0,5.0,8.0,5.0,5.0,102.0,103.0,-1.9228417508562095
20.0,20.0,5.0,8.0,5.0,5.0,102.0,104.0,-2.241739664150017
20.0,20.0,5.0,8.0,5.0,5.0,103.0,101.0,-2.6366968149242713
20.0,20.0,5.0,8.0,5.0,5.0,103.0,102.0,-1.9805033863292265
20.0,20.0,5.0,8.0,5.0,5.0,103.0,103.0,-2.359227690648057
20.0,20.0,5.0,8.0,5.0,5.0,103.0,104.0,-2.209254538742971
20.0,20.0,5.0,8.0,5.0,5.0,104.0,101.0,-1.870480713640926
20.0,20.0,5.0,8.0,5.0,5.0,104.0,102.0,-2.4218018719927956
20.0,20.0,5.0,8.0,5.0,5.0,104.0,103.0,-2.215758881684148
20.0,20.0,5.0,8.0,5.0,5.0,104.0,104.0,-1.9852089708195628
20.0,20.0,5.0,8.0,5.0,5.0,105.0,101.0,-1.955030827821221
20.0,20.0,5.0,8.0,5.0,5.0,105.0,102.0,-2.440143951938587
20.0,20.0,5.0,8.0,5.0,5.0,105.0,103.0,-2.0893701616913893
20.0,20.0,5.0,8.0,5.0,5.0,105.0,104.0,-1.9442347545939647
20.0,20.0,5.0,9.0,5.0,5.0,101.0,101.0,-2.5474492877135355
20.0,20.0,5.0,9.0,5.0,5.0,101.0,102.0,-2.4128355733258706
20.0,20.0,5.0,9.0,5.0,5.0,101.0,103.0,-2.500476266381375
20.0,20.0,5.0,9.0,5.0,5.0,101.0,104.0,-2.44644302377756
20.0,20.0,5.0,9.0,5.0,5.0,102.0,101.0,-2.1539342455182897
20.0,20.0,5.0,9.0,5.0,5.0,102.0,102.0,-1.8168339329822416
20.0,20.0,5.0,9.0,5.0,5.0,102.0,103.0,-1.928433965509501
20.0,20.0,5.0,9.0,5.0,5.0,102.0,104.0,-2.300082528177103
20.0,20.0,5.0,9.0,5.0,5.0,103.0,101.0,-2.624586594065915
20.0,20.0,5.0,9.0,5.0,5.0,103.0,102.0,-1.9212762939903798
20.0,20.0,5.0,9.0,5.0,5.0,103.0,103.0,-2.3807399677106917
20.0,20.0,5.0,9.0,5.0,5.0,103.0,104.0,-2.19853505887249
20.0,20.0,5.0,9.0,5.0,5.0,104.0,101.0,-1.8969442797550091
20.0,20.0,5.0,9.0,5.0,5.0,104.0,102.0,-2.453802079905694
20.0,20.0,5.0,9.0,5.0,5.0,104.0,103.0,-2.204151977215502
20.0,20.0,5.0,9.0,5.0,5.0,104.0,104.0,-1.9857914069944345
20.0,20.0,5.0,9.0,5.0,5.0,105.0,101.0,-1.979930516836093
20.0,20.0,5.0,9.0,5.0,5.0,105.0,102.0,-2.4218387087736994
20.0,20.0,5.0,9.0,5.0,5.0,105.0,103.0,-2.0665977628380703
20.0,20.0,5.0,9.0,5.0,5.0,105.0,104.0,-1.9570962801267853
20.0,20.0,6.0,10.0,5.0,5.0,101.0,101.0,-2.5692215670258007
20.0,20.0,6.0,10.0,5.0,5.0,101.0,102.0,-2.421292801520269
20.0,20.0,6.0,10.0,5.0,5.0,101.0,103.0,-2.445959551682312
20.0,20.0,6.0,10.0,5.0,5.0,101.0,104.0,-2.4251827709047142
20.0,20.0,6.0,10.0,5.0,5.0,102.0,101.0,-2.371155049437565
20.0,20.0,6.0,10.0,5.0,5.0,102.0,102.0,-1.8340266329759305
20.0,20.0,6.0,10.0,5.0,5.0,102.0,103.0,-2.103402123029612
20.0,20.0,6.0,10.0,5.0,5.0,102.0,104.0,-2.2756059799981587
20.0,20.0,6.0,10.0,5.0,5.0,103.0,101.0,-2.637881444882324
20.0,20.0,6.0,10.0,5.0,5.0,103.0,102.0,-1.9788878357461666
20.0,20.0,6.0,10.0,5.0,5.0,103.0,103.0,-2.3124356433087807
20.0,20.0,6.0,10.0,5.0,5.0,103.0,104.0,-2.2276350194922396
20.0,20.0,6.0,10.0,5.0,5.0,104.0,101.0,-1.8867557576826248
20.0,20.0,6.0,10.0,5.0,5.0,104.0,102.0,-2.422696298440942
20.0,20.0,6.0,10.0,5.0,5.0,104.0,103.0,-2.2071434031971227
20.0,20.0,6.0,10.0,5.0,5.0,104.0,104.0,-1.9766320722365853
20.0,20.0,6.0,10.0,5.0,5.0,105.0,101.0,-1.9034267959283269
20.0,20.0,6.0,10.0,5.0,5.0,105.0,102.0,-2.4216676536933455
20.0,20.0,6.0,10.0,5.0,5.0,105.0,103.0,-2.069398001754825
20.0,20.0,6.0,10.0,5.0,5.0,105.0,104.0,-1.9285016071572862
20.0,20.0,6.0,1.0,5.0,5.0,101.0,101.0,-2.50842695676274
20.0,20.0,6.0,1.0,5.0,5.0,101.0,102.0,-2.4474313494157203
20.0,20.0,6.0,1.0,5.0,5.0,101.0,103.0,-2.3904091490455897
20.0,20.0,6.0,1.0,5.0,5.0,101.0,104.0,-2.585933991569625
20.0,20.0,6.0,1.0,5.0,5.0,102.0,101.0,-2.458461711868109
20.0,20.0,6.0,1.0,5.0,5.0,102.0,102.0,-2.147243126425594
20.0,20.0,6.0,1.0,5.0,5.0,102.0,103.0,-2.2821514615279606
20.0,20.0,6.0,1.0,5.0,5.0,102.0,104.0,-2.2608007573515847
20.0,20.0,6.0,1.0,5.0,5.0,103.0,101.0,-2.425318335764076
20.0,20.0,6.0,1.0,5.0,5.0,103.0,102.0,-2.331176097633177
20.0,20.0,6.0,1.0,5.0,5.0,103.0,103.0,-2.3808640724254695
20.0,20.0,6.0,1.0,5.0,5.0,103.0,104.0,-2.3725995006139375
20.0,20.0,6.0,1.0,5.0,5.0,104.0,101.0,-2.135617524339943
20.0,20.0,6.0,1.0,5.0,5.0,104.0,102.0,-2.3775971848945323
20.0,20.0,6.0,1.0,5.0,5.0,104.0,103.0,-2.4575816391832617
20.0,20.0,6.0,1.0,5.0,5.0,104.0,104.0,-2.286069645680395
20.0,20.0,6.0,1.0,5.0,5.0,105.0,101.0,-2.179766770229037
20.0,20.0,6.0,1.0,5.0,5.0,105.0,102.0,-2.479588275041891
20.0,20.0,6.0,1.0,5.0,5.0,105.0,103.0,-2.373464260330123
20.0,20.0,6.0,1.0,5.0,5.0,105.0,104.0,-2.194486561525409
20.0,20.0,6.0,2.0,5.0,5.0,101.0,101.0,-2.431850363791495
20.0,20.0,6.0,2.0,5.0,5.0,101.0,102.0,-2.3709709095465863
20.0,20.0,6.0,2.0,5.0,5.0,101.0,103.0,-2.3327482661869134
20.0,20.0,6.0,2.0,5.0,5.0,101.0,104.0,-2.4826598873478645
20.0,20.0,6.0,2.0,5.0,5.0,102.0,101.0,-2.304297770418529
20.0,20.0,6.0,2.0,5.0,5.0,102.0,102.0,-2.009376122190735
20.0,20.0,6.0,2.0,5.0,5.0,102.0,103.0,-2.1459896680925423
20.0,20.0,6.0,2.0,5.0,5.0,102.0,104.0,-2.1870071063911407
20.0,20.0,6.0,2.0,5.0,5.0,103.0,101.0,-2.433658178032888
20.0,20.0,6.0,2.0,5.0,5.0,103.0,102.0,-2.17408119749911
20.0,20.0,6.0,2.0,5.0,5.0,103.0,103.0,-2.282667490300212
20.0,20.0,6.0,2.0,5.0,5.0,103.0,104.0,-2.2506952522434225
20.0,20.0,6.0,2.0,5.0,5.0,104.0,101.0,-1.990470319388448
20.0,20.0,6.0,2.0,5.0,5.0,104.0,102.0,-2.345895355140729
20.0,20.0,6.0,2.0,5.0,5.0,104.0,103.0,-2.3503603552219383
20.0,20.0,6.0,2.0,5.0,5.0,104.0,104.0,-2.156455116074041
20.0,20.0,6.0,2.0,5.0,5.0,105.0,101.0,-2.076067930982801
20.0,20.0,6.0,2.0,5.0,5.0,105.0,102.0,-2.3925679487529723
20.0,20.0,6.0,2.0,5.0,5.0,105.0,103.0,-2.2064742556810004
20.0,20.0,6.0,2.0,5.0,5.0,105.0,104.0,-2.0671083612115337
20.0,20.0,6.0,3.0,5.0,5.0,101.0,101.0,-2.466962307438319
20.0,20.0,6.0,3.0,5.0,5.0,101.0,102.0,-2.3692304649762983
20.0,20.0,6.0,3.0,5.0,5.0,101.0,103.0,-2.339223212161516
20.0,20.0,6.0,3.0,5.0,5.0,101.0,104.0,-2.420026762825839
20.0,20.0,6.0,3.0,5.0,5.0,102.0,101.0,-2.2498987849033614
20.0,20.0,6.0,3.0,5.0,5.0,102.0,102.0,-1.9412008581584999
20.0,20.0,6.0,3.0,5.0,5.0,102.0,103.0,-2.0876355723206275
20.0,20.0,6.0,3.0,5.0,5.0,102.0,104.0,-2.1577573390131457
20.0,20.0,6.0,3.0,5.0,5.0,103.0,101.0,-2.4521343628577896
20.0,20.0,6.0,3.0,5.0,5.0,103.0,102.0,-2.0987284774652437
20.0,20.0,6.0,3.0,5.0,5.0,103.0,103.0,-2.2556810495680373
20.0,20.0,6.0,3.0,5.0,5.0,103.0,104.0,-2.2295518969882053
20.0,20.0,6.0,3.0,5.0,5.0,104.0,101.0,-1.9374541889399022
20.0,20.0,6.0,3.0,5.0,5.0,104.0,102.0,-2.3405917938626963
