N,M,K,D,Ktrue,Dtrue,dataseed,maskseed,inforate
40.0,40.0,1.0,7.0,5.0,5.0,104.0,106.0,-2.6221144150778803
40.0,40.0,1.0,7.0,5.0,5.0,104.0,107.0,-2.536173304202825
40.0,40.0,1.0,7.0,5.0,5.0,104.0,108.0,-2.5991727800508078
40.0,40.0,1.0,7.0,5.0,5.0,104.0,109.0,-2.5222876681267525
40.0,40.0,1.0,7.0,5.0,5.0,104.0,110.0,-2.570526793346208
40.0,40.0,1.0,7.0,5.0,5.0,105.0,101.0,-2.634739469794276
40.0,40.0,1.0,7.0,5.0,5.0,105.0,102.0,-2.8274565164745473
40.0,40.0,1.0,7.0,5.0,5.0,105.0,103.0,-2.743766098854315
40.0,40.0,1.0,7.0,5.0,5.0,105.0,104.0,-2.5084792495704935
40.0,40.0,1.0,7.0,5.0,5.0,105.0,105.0,-2.6802861512289136
40.0,40.0,1.0,7.0,5.0,5.0,105.0,106.0,-2.6777872347938483
40.0,40.0,1.0,7.0,5.0,5.0,105.0,107.0,-2.7056044252798506
40.0,40.0,1.0,7.0,5.0,5.0,105.0,108.0,-2.6444531519044614
40.0,40.0,1.0,7.0,5.0,5.0,105.0,109.0,-2.531741657742523
40.0,40.0,1.0,7.0,5.0,5.0,105.0,110.0,-2.591342612835228
40.0,40.0,1.0,8.0,5.0,5.0,101.0,101.0,-2.9991747389531627
40.0,40.0,1.0,8.0,5.0,5.0,101.0,102.0,-2.987778117917117
40.0,40.0,1.0,8.0,5.0,5.0,101.0,103.0,-3.296620584356815
40.0,40.0,1.0,8.0,5.0,5.0,101.0,104.0,-3.009427354797543
40.0,40.0,1.0,8.0,5.0,5.0,101.0,105.0,-3.0991991165093977
40.0,40.0,1.0,8.0,5.0,5.0,101.0,106.0,-3.0549964852625116
40.0,40.0,1.0,8.0,5.0,5.0,101.0,107.0,-2.909483761732566
40.0,40.0,1.0,8.0,5.0,5.0,101.0,108.0,-2.877766785037411
40.0,40.0,1.0,8.0,5.0,5.0,101.0,109.0,-2.937271344896269
40.0,40.0,1.0,8.0,5.0,5.0,101.0,110.0,-2.8953968730177357
40.0,40.0,1.0,8.0,5.0,5.0,102.0,101.0,-2.896368124865762
40.0,40.0,1.0,8.0,5.0,5.0,102.0,102.0,-2.8550901126664114
40.0,40.0,1.0,8.0,5.0,5.0,102.0,103.0,-3.040532952536663
40.0,40.0,1.0,8.0,5.0,5.0,102.0,104.0,-3.030501395620961
40.0,40.0,1.0,8.0,5.0,5.0,102.0,105.0,-2.683748984991311
40.0,40.0,1.0,8.0,5.0,5.0,102.0,106.0,-2.9303198810150763
40.0,40.0,1.0,8.0,5.0,5.0,102.0,107.0,-2.7076475650730254
40.0,40.0,1.0,8.0,5.0,5.0,102.0,108.0,-2.7053708403951093
40.0,40.0,1.0,8.0,5.0,5.0,102.0,109.0,-2.7267615291078227
40.0,40.0,1.0,8.0,5.0,5.0,102.0,110.0,-2.765780997998211
40.0,40.0,1.0,8.0,5.0,5.0,103.0,101.0,-3.041228426292136
40.0,40.0,1.0,8.0,5.0,5.0,103.0,102.0,-2.735928606010503
40.0,40.0,1.0,8.0,5.0,5.0,103.0,103.0,-2.9871545264965906
40.0,40.0,1.0,8.0,5.0,5.0,103.0,104.0,-3.2521280912240216
40.0,40.0,1.0,8.0,5.0,5.0,103.0,105.0,-2.567979310770273
40.0,40.0,1.0,8.0,5.0,5.0,103.0,106.0,-2.840309792336536
40.0,40.0,1.0,8.0,5.0,5.0,103.0,107.0,-3.1864649783066996
40.0,40.0,1.0,8.0,5.0,5.0,103.0,108.0,-2.813921750988709
40.0,40.0,1.0,8.0,5.0,5.0,103.0,109.0,-3.2739711932188826
40.0,40.0,1.0,8.0,5.0,5.0,103.0,110.0,-2.7561967432246255
40.0,40.0,1.0,8.0,5.0,5.0,104.0,101.0,-2.57173262419301
40.0,40.0,1.0,8.0,5.0,5.0,104.0,102.0,-2.473137739114307
40.0,40.0,1.0,8.0,5.0,5.0,104.0,103.0,-2.5177092261114282
40.0,40.0,1.0,8.0,5.0,5.0,104.0,104.0,-2.5447940470409045
40.0,40.0,1.0,8.0,5.0,5.0,104.0,105.0,-2.7936580091425376
40.0,40.0,1.0,8.0,5.0,5.0,104.0,106.0,-2.668457529492012
40.0,40.0,1.0,8.0,5.0,5.0,104.0,107.0,-2.5804658862449634
40.0,40.0,1.0,8.0,5.0,5.0,104.0,108.0,-2.6473044774723937
40.0,40.0,1.0,8.0,5.0,5.0,104.0,109.0,-2.561820488959124
40.0,40.0,1.0,8.0,5.0,5.0,104.0,110.0,-2.6147800336067677
40.0,40.0,1.0,8.0,5.0,5.0,105.0,101.0,-2.6848882194249457
40.0,40.0,1.0,8.0,5.0,5.0,105.0,102.0,-2.883428543386092
40.0,40.0,1.0,8.0,5.0,5.0,105.0,103.0,-2.8051477835772904
40.0,40.0,1.0,8.0,5.0,5.0,105.0,104.0,-2.552546802929325
40.0,40.0,1.0,8.0,5.0,5.0,105.0,105.0,-2.7379154110707504
40.0,40.0,1.0,8.0,5.0,5.0,105.0,106.0,-2.731437613120658
40.0,40.0,1.0,8.0,5.0,5.0,105.0,107.0,-2.7590625365654824
40.0,40.0,1.0,8.0,5.0,5.0,105.0,108.0,-2.697360997908373
40.0,40.0,1.0,8.0,5.0,5.0,105.0,109.0,-2.5781833942684145
40.0,40.0,1.0,8.0,5.0,5.0,105.0,110.0,-2.640923293739562
40.0,40.0,1.0,9.0,5.0,5.0,101.0,101.0,-3.053424924919983
40.0,40.0,1.0,9.0,5.0,5.0,101.0,102.0,-3.038438538282231
40.0,40.0,1.0,9.0,5.0,5.0,101.0,103.0,-3.361936923302803
40.0,40.0,1.0,9.0,5.0,5.0,101.0,104.0,-3.060309190566579
40.0,40.0,1.0,9.0,5.0,5.0,101.0,105.0,-3.1593328570317682
40.0,40.0,1.0,9.0,5.0,5.0,101.0,106.0,-3.1189475205124344
40.0,40.0,1.0,9.0,5.0,5.0,101.0,107.0,-2.962987219023547
40.0,40.0,1.0,9.0,5.0,5.0,101.0,108.0,-2.9296387268594763
40.0,40.0,1.0,9.0,5.0,5.0,101.0,109.0,-2.9901153460457977
40.0,40.0,1.0,9.0,5.0,5.0,101.0,110.0,-2.940844457545772
40.0,40.0,1.0,9.0,5.0,5.0,102.0,101.0,-2.950635498850201
40.0,40.0,1.0,9.0,5.0,5.0,102.0,102.0,-2.9072536116038092
40.0,40.0,1.0,9.0,5.0,5.0,102.0,103.0,-3.1017362488725237
40.0,40.0,1.0,9.0,5.0,5.0,102.0,104.0,-3.0892747166609618
40.0,40.0,1.0,9.0,5.0,5.0,102.0,105.0,-2.7277627525039354
40.0,40.0,1.0,9.0,5.0,5.0,102.0,106.0,-2.9878338116028464
40.0,40.0,1.0,9.0,5.0,5.0,102.0,107.0,-2.7529081452143433
40.0,40.0,1.0,9.0,5.0,5.0,102.0,108.0,-2.7508883040636856
40.0,40.0,1.0,9.0,5.0,5.0,102.0,109.0,-2.771855591401439
40.0,40.0,1.0,9.0,5.0,5.0,102.0,110.0,-2.8116870780430188
40.0,40.0,1.0,9.0,5.0,5.0,103.0,101.0,-3.095230970123413
40.0,40.0,1.0,9.0,5.0,5.0,103.0,102.0,-2.7782419160965883
40.0,40.0,1.0,9.0,5.0,5.0,103.0,103.0,-3.040862682140945
40.0,40.0,1.0,9.0,5.0,5.0,103.0,104.0,-3.3016061883418715
40.0,40.0,1.0,9.0,5.0,5.0,103.0,105.0,-2.603112740306931
40.0,40.0,1.0,9.0,5.0,5.0,103.0,106.0,-2.888467727412099
40.0,40.0,1.0,9.0,5.0,5.0,103.0,107.0,-3.2534863388218134
40.0,40.0,1.0,9.0,5.0,5.0,103.0,108.0,-2.861119229012132
40.0,40.0,1.0,9.0,5.0,5.0,103.0,109.0,-3.3347019024944053
40.0,40.0,1.0,9.0,5.0,5.0,103.0,110.0,-2.804237590258541
40.0,40.0,1.0,9.0,5.0,5.0,104.0,101.0,-2.6144462987023482
40.0,40.0,1.0,9.0,5.0,5.0,104.0,102.0,-2.5081429098180426
40.0,40.0,1.0,9.0,5.0,5.0,104.0,103.0,-2.553024590253202
40.0,40.0,1.0,9.0,5.0,5.0,104.0,104.0,-2.5806045691664545
40.0,40.0,1.0,9.0,5.0,5.0,104.0,105.0,-2.840701870815049
40.0,40.0,1.0,9.0,5.0,5.0,104.0,106.0,-2.709976344841195
40.0,40.0,1.0,9.0,5.0,5.0,104.0,107.0,-2.620175675898647
40.0,40.0,1.0,9.0,5.0,5.0,104.0,108.0,-2.6929105416404857
40.0,40.0,1.0,9.0,5.0,5.0,104.0,109.0,-2.6017363087138565
40.0,40.0,1.0,9.0,5.0,5.0,104.0,110.0,-2.654486064371991
40.0,40.0,1.0,9.0,5.0,5.0,105.0,101.0,-2.7317852887290908
40.0,40.0,1.0,9.0,5.0,5.0,105.0,102.0,-2.9258181720729337
40.0,40.0,1.0,9.0,5.0,5.0,105.0,103.0,-2.8558656836665146
40.0,40.0,1.0,9.0,5.0,5.0,105.0,104.0,-2.5943849825561593
40.0,40.0,1.0,9.0,5.0,5.0,105.0,105.0,-2.7860079925061125
40.0,40.0,1.0,9.0,5.0,5.0,105.0,106.0,-2.77812764272207
40.0,40.0,1.0,9.0,5.0,5.0,105.0,107.0,-2.808665878776072
40.0,40.0,1.0,9.0,5.0,5.0,105.0,108.0,-2.746477851171599
40.0,40.0,1.0,9.0,5.0,5.0,105.0,109.0,-2.6177765265875497
40.0,40.0,1.0,9.0,5.0,5.0,105.0,110.0,-2.6846343847474103
40.0,40.0,1.0,10.0,5.0,5.0,101.0,101.0,-3.1032073030351626
40.0,40.0,1.0,10.0,5.0,5.0,101.0,102.0,-3.093271113016576
40.0,40.0,1.0,10.0,5.0,5.0,101.0,103.0,-3.4261657219951767
40.0,40.0,1.0,10.0,5.0,5.0,101.0,104.0,-3.1108799301944874
40.0,40.0,1.0,10.0,5.0,5.0,101.0,105.0,-3.2169838160286734
40.0,40.0,1.0,10.0,5.0,5.0,101.0,106.0,-3.1730076784093866
40.0,40.0,1.0,10.0,5.0,5.0,101.0,107.0,-3.013345611228272
40.0,40.0,1.0,10.0,5.0,5.0,101.0,108.0,-2.9799580644470396
40.0,40.0,1.0,10.0,5.0,5.0,101.0,109.0,-3.037335672975055
40.0,40.0,1.0,10.0,5.0,5.0,101.0,110.0,-2.9890793812789043
40.0,40.0,1.0,10.0,5.0,5.0,102.0,101.0,-3.0009411205328136
40.0,40.0,1.0,10.0,5.0,5.0,102.0,102.0,-2.9578873872517937
40.0,40.0,1.0,10.0,5.0,5.0,102.0,103.0,-3.156077171702423
40.0,40.0,1.0,10.0,5.0,5.0,102.0,104.0,-3.1463806533247105
40.0,40.0,1.0,10.0,5.0,5.0,102.0,105.0,-2.7705062986612785
40.0,40.0,1.0,10.0,5.0,5.0,102.0,106.0,-3.0394251752705794
40.0,40.0,1.0,10.0,5.0,5.0,102.0,107.0,-2.7989197401511747
40.0,40.0,1.0,10.0,5.0,5.0,102.0,108.0,-2.7953662189325152
40.0,40.0,1.0,10.0,5.0,5.0,102.0,109.0,-2.812422976145799
40.0,40.0,1.0,10.0,5.0,5.0,102.0,110.0,-2.857522191280837
40.0,40.0,1.0,10.0,5.0,5.0,103.0,101.0,-3.150993097301397
40.0,40.0,1.0,10.0,5.0,5.0,103.0,102.0,-2.8180262662405573
40.0,40.0,1.0,10.0,5.0,5.0,103.0,103.0,-3.092676548313334
40.0,40.0,1.0,10.0,5.0,5.0,103.0,104.0,-3.3617268478465903
40.0,40.0,1.0,10.0,5.0,5.0,103.0,105.0,-2.6386255636616878
40.0,40.0,1.0,10.0,5.0,5.0,103.0,106.0,-2.9370245120037657
40.0,40.0,1.0,10.0,5.0,5.0,103.0,107.0,-3.3131001253260672
40.0,40.0,1.0,10.0,5.0,5.0,103.0,108.0,-2.905189385084482
40.0,40.0,1.0,10.0,5.0,5.0,103.0,109.0,-3.393904253401443
40.0,40.0,1.0,10.0,5.0,5.0,103.0,110.0,-2.847776356592808
40.0,40.0,1.0,10.0,5.0,5.0,104.0,101.0,-2.652808956796241
40.0,40.0,1.0,10.0,5.0,5.0,104.0,102.0,-2.539003013999746
40.0,40.0,1.0,10.0,5.0,5.0,104.0,103.0,-2.5903002710899243
40.0,40.0,1.0,10.0,5.0,5.0,104.0,104.0,-2.613888281424785
40.0,40.0,1.0,10.0,5.0,5.0,104.0,105.0,-2.8853515654238695
40.0,40.0,1.0,10.0,5.0,5.0,104.0,106.0,-2.7502953404120043
40.0,40.0,1.0,10.0,5.0,5.0,104.0,107.0,-2.6583155551445308
40.0,40.0,1.0,10.0,5.0,5.0,104.0,108.0,-2.7347697483934716
40.0,40.0,1.0,10.0,5.0,5.0,104.0,109.0,-2.638204467794752
40.0,40.0,1.0,10.0,5.0,5.0,104.0,110.0,-2.693749191489442
40.0,40.0,1.0,10.0,5.0,5.0,105.0,101.0,-2.7768349065557505
40.0,40.0,1.0,10.0,5.0,5.0,105.0,102.0,-2.9752238824423407
40.0,40.0,1.0,10.0,5.0,5.0,105.0,103.0,-2.903298193528443
40.0,40.0,1.0,10.0,5.0,5.0,105.0,104.0,-2.634314309168085
40.0,40.0,1.0,10.0,5.0,5.0,105.0,105.0,-2.834796119167707
40.0,40.0,1.0,10.0,5.0,5.0,105.0,106.0,-2.822799230007072
40.0,40.0,1.0,10.0,5.0,5.0,105.0,107.0,-2.8538006329683165
40.0,40.0,1.0,10.0,5.0,5.0,105.0,108.0,-2.7915297336511684
40.0,40.0,1.0,10.0,5.0,5.0,105.0,109.0,-2.661844020226108
40.0,40.0,1.0,10.0,5.0,5.0,105.0,110.0,-2.7281328334743677
40.0,40.0,5.0,1.0,5.0,5.0,101.0,101.0,-2.282204022487102
40.0,40.0,5.0,1.0,5.0,5.0,101.0,102.0,-2.2670446247566405
40.0,40.0,5.0,1.0,5.0,5.0,101.0,103.0,-2.3499355575020195
40.0,40.0,5.0,1.0,5.0,5.0,101.0,104.0,-2.272916506888436
40.0,40.0,5.0,1.0,5.0,5.0,101.0,105.0,-2.284861949595222
40.0,40.0,5.0,1.0,5.0,5.0,101.0,106.0,-2.243021243671875
40.0,40.0,5.0,1.0,5.0,5.0,101.0,107.0,-2.247994501689703
40.0,40.0,5.0,1.0,5.0,5.0,101.0,108.0,-2.222163651539368
40.0,40.0,5.0,1.0,5.0,5.0,101.0,109.0,-2.2611562675095933
40.0,40.0,5.0,1.0,5.0,5.0,101.0,110.0,-2.254749372923269
40.0,40.0,5.0,1.0,5.0,5.0,102.0,101.0,-2.2312683065027916
40.0,40.0,5.0,1.0,5.0,5.0,102.0,102.0,-2.1969953671745555
40.0,40.0,5.0,1.0,5.0,5.0,102.0,103.0,-2.246377768949217
40.0,40.0,5.0,1.0,5.0,5.0,102.0,104.0,-2.250557452632602
40.0,40.0,5.0,1.0,5.0,5.0,102.0,105.0,-2.2084718912346037
40.0,40.0,5.0,1.0,5.0,5.0,102.0,106.0,-2.1887340658546934
40.0,40.0,5.0,1.0,5.0,5.0,102.0,107.0,-2.203381836535078
40.0,40.0,5.0,1.0,5.0,5.0,102.0,108.0,-2.175803581742368
40.0,40.0,5.0,1.0,5.0,5.0,102.0,109.0,-2.2077759641007324
40.0,40.0,5.0,1.0,5.0,5.0,102.0,110.0,-2.191266662394859
40.0,40.0,5.0,1.0,5.0,5.0,103.0,101.0,-2.22131730020131
40.0,40.0,5.0,1.0,5.0,5.0,103.0,102.0,-2.2354016798679357
40.0,40.0,5.0,1.0,5.0,5.0,103.0,103.0,-2.2305691029686767
40.0,40.0,5.0,1.0,5.0,5.0,103.0,104.0,-2.2517417122446837
40.0,40.0,5.0,1.0,5.0,5.0,103.0,105.0,-2.189554122439207
40.0,40.0,5.0,1.0,5.0,5.0,103.0,106.0,-2.2334092186621493
40.0,40.0,5.0,1.0,5.0,5.0,103.0,107.0,-2.248794532736505
40.0,40.0,5.0,1.0,5.0,5.0,103.0,108.0,-2.227821772910942
40.0,40.0,5.0,1.0,5.0,5.0,103.0,109.0,-2.2541888029760373
40.0,40.0,5.0,1.0,5.0,5.0,103.0,110.0,-2.1964205473065967
40.0,40.0,5.0,1.0,5.0,5.0,104.0,101.0,-2.1806456138629278
40.0,40.0,5.0,1.0,5.0,5.0,104.0,102.0,-2.164605787911733
40.0,40.0,5.0,1.0,5.0,5.0,104.0,103.0,-2.16881296560899
40.0,40.0,5.0,1.0,5.0,5.0,104.0,104.0,-2.169604273290463
40.0,40.0,5.0,1.0,5.0,5.0,104.0,105.0,-2.249797214652314
40.0,40.0,5.0,1.0,5.0,5.0,104.0,106.0,-2.195520589470473
40.0,40.0,5.0,1.0,5.0,5.0,104.0,107.0,-2.1818000442756973
40.0,40.0,5.0,1.0,5.0,5.0,104.0,108.0,-2.2122293119784984
40.0,40.0,5.0,1.0,5.0,5.0,104.0,109.0,-2.1975290997913786
40.0,40.0,5.0,1.0,5.0,5.0,104.0,110.0,-2.182222921600025
40.0,40.0,5.0,1.0,5.0,5.0,105.0,101.0,-2.142115486715963
40.0,40.0,5.0,1.0,5.0,5.0,105.0,102.0,-2.201390880268879
40.0,40.0,5.0,1.0,5.0,5.0,105.0,103.0,-2.1512968076230883
40.0,40.0,5.0,1.0,5.0,5.0,105.0,104.0,-2.100625511156328
40.0,40.0,5.0,1.0,5.0,5.0,105.0,105.0,-2.1182596292184908
40.0,40.0,5.0,1.0,5.0,5.0,105.0,106.0,-2.131794154170588
40.0,40.0,5.0,1.0,5.0,5.0,105.0,107.0,-2.1415220173424103
40.0,40.0,5.0,1.0,5.0,5.0,105.0,108.0,-2.12939932350965
40.0,40.0,5.0,1.0,5.0,5.0,105.0,109.0,-2.118104228744031
40.0,40.0,5.0,1.0,5.0,5.0,105.0,110.0,-2.1380280811568997
40.0,40.0,5.0,2.0,5.0,5.0,101.0,101.0,-2.167528546275006
40.0,40.0,5.0,2.0,5.0,5.0,101.0,102.0,-2.1622075689606217
40.0,40.0,5.0,2.0,5.0,5.0,101.0,103.0,-2.2450452213196526
40.0,40.0,5.0,2.0,5.0,5.0,101.0,104.0,-2.177023841160632
40.0,40.0,5.0,2.0,5.0,5.0,101.0,105.0,-2.1879679052778274
40.0,40.0,5.0,2.0,5.0,5.0,101.0,106.0,-2.1410814042274624
40.0,40.0,5.0,2.0,5.0,5.0,101.0,107.0,-2.1378631228182936
40.0,40.0,5.0,2.0,5.0,5.0,101.0,108.0,-2.111708038701309
40.0,40.0,5.0,2.0,5.0,5.0,101.0,109.0,-2.16290868368711
40.0,40.0,5.0,2.0,5.0,5.0,101.0,110.0,-2.1533673483894633
40.0,40.0,5.0,2.0,5.0,5.0,102.0,101.0,-2.1111418357754106
40.0,40.0,5.0,2.0,5.0,5.0,102.0,102.0,-2.0803423644591197
40.0,40.0,5.0,2.0,5.0,5.0,102.0,103.0,-2.1185965899899637
40.0,40.0,5.0,2.0,5.0,5.0,102.0,104.0,-2.144335346107173
40.0,40.0,5.0,2.0,5.0,5.0,102.0,105.0,-2.097414534300769
40.0,40.0,5.0,2.0,5.0,5.0,102.0,106.0,-2.0770313151418938
40.0,40.0,5.0,2.0,5.0,5.0,102.0,107.0,-2.0872174460020188
40.0,40.0,5.0,2.0,5.0,5.0,102.0,108.0,-2.05477545227525
40.0,40.0,5.0,2.0,5.0,5.0,102.0,109.0,-2.0948217498391157
40.0,40.0,5.0,2.0,5.0,5.0,102.0,110.0,-2.065427280260217
40.0,40.0,5.0,2.0,5.0,5.0,103.0,101.0,-2.122263491091653
40.0,40.0,5.0,2.0,5.0,5.0,103.0,102.0,-2.1350536413428287
40.0,40.0,5.0,2.0,5.0,5.0,103.0,103.0,-2.113876239684962
40.0,40.0,5.0,2.0,5.0,5.0,103.0,104.0,-2.1328380961752473
40.0,40.0,5.0,2.0,5.0,5.0,103.0,105.0,-2.0744642854587476
40.0,40.0,5.0,2.0,5.0,5.0,103.0,106.0,-2.124908423387868
40.0,40.0,5.0,2.0,5.0,5.0,103.0,107.0,-2.121517215356251
40.0,40.0,5.0,2.0,5.0,5.0,103.0,108.0,-2.124111898699612
40.0,40.0,5.0,2.0,5.0,5.0,103.0,109.0,-2.1442562677267722
40.0,40.0,5.0,2.0,5.0,5.0,103.0,110.0,-2.0784935725214653
40.0,40.0,5.0,2.0,5.0,5.0,104.0,101.0,-2.067054300817422
40.0,40.0,5.0,2.0,5.0,5.0,104.0,102.0,-2.0377233219399353
40.0,40.0,5.0,2.0,5.0,5.0,104.0,103.0,-2.049550165800397
40.0,40.0,5.0,2.0,5.0,5.0,104.0,104.0,-2.048199481431684
40.0,40.0,5.0,2.0,5.0,5.0,104.0,105.0,-2.1356392210933786
40.0,40.0,5.0,2.0,5.0,5.0,104.0,106.0,-2.071060820818008
40.0,40.0,5.0,2.0,5.0,5.0,104.0,107.0,-2.0619855752064216
40.0,40.0,5.0,2.0,5.0,5.0,104.0,108.0,-2.097263270035658
40.0,40.0,5.0,2.0,5.0,5.0,104.0,109.0,-2.084986790491754
40.0,40.0,5.0,2.0,5.0,5.0,104.0,110.0,-2.0512458093008137
40.0,40.0,5.0,2.0,5.0,5.0,105.0,101.0,-2.033730917409249
40.0,40.0,5.0,2.0,5.0,5.0,105.0,102.0,-2.0993215741285933
40.0,40.0,5.0,2.0,5.0,5.0,105.0,103.0,-2.0431953214767824
40.0,40.0,5.0,2.0,5.0,5.0,105.0,104.0,-1.9776114956240085
40.0,40.0,5.0,2.0,5.0,5.0,105.0,105.0,-1.9939760160336653
40.0,40.0,5.0,2.0,5.0,5.0,105.0,106.0,-2.0186112608897324
40.0,40.0,5.0,2.0,5.0,5.0,105.0,107.0,-2.0254551942218475
40.0,40.0,5.0,2.0,5.0,5.0,105.0,108.0,-2.0101693025391687
40.0,40.0,5.0,2.0,5.0,5.0,105.0,109.0,-1.9908154232365916
40.0,40.0,5.0,2.0,5.0,5.0,105.0,110.0,-2.0049584914777574
40.0,40.0,5.0,3.0,5.0,5.0,101.0,101.0,-2.13656135958185
40.0,40.0,5.0,3.0,5.0,5.0,101.0,102.0,-2.1303087173903767
40.0,40.0,5.0,3.0,5.0,5.0,101.0,103.0,-2.222050636535595
40.0,40.0,5.0,3.0,5.0,5.0,101.0,104.0,-2.1539884057774814
40.0,40.0,5.0,3.0,5.0,5.0,101.0,105.0,-2.1607613301967463
40.0,40.0,5.0,3.0,5.0,5.0,101.0,106.0,-2.119860670001878
40.0,40.0,5.0,3.0,5.0,5.0,101.0,107.0,-2.1030216915695
40.0,40.0,5.0,3.0,5.0,5.0,101.0,108.0,-2.080273425943414
40.0,40.0,5.0,3.0,5.0,5.0,101.0,109.0,-2.135264824004414
40.0,40.0,5.0,3.0,5.0,5.0,101.0,110.0,-2.124506748948157
40.0,40.0,5.0,3.0,5.0,5.0,102.0,101.0,-2.071514476726861
40.0,40.0,5.0,3.0,5.0,5.0,102.0,102.0,-2.041091353755464
40.0,40.0,5.0,3.0,5.0,5.0,102.0,103.0,-2.0755382620682123
40.0,40.0,5.0,3.0,5.0,5.0,102.0,104.0,-2.1140968448142465
40.0,40.0,5.0,3.0,5.0,5.0,102.0,105.0,-2.0600155170018755
40.0,40.0,5.0,3.0,5.0,5.0,102.0,106.0,-2.0357641049897
40.0,40.0,5.0,3.0,5.0,5.0,102.0,107.0,-2.0469134799845894
40.0,40.0,5.0,3.0,5.0,5.0,102.0,108.0,-2.0132417051382836
40.0,40.0,5.0,3.0,5.0,5.0,102.0,109.0,-2.0576996425779512
40.0,40.0,5.0,3.0,5.0,5.0,102.0,110.0,-2.020433002573096
40.0,40.0,5.0,3.0,5.0,5.0,103.0,101.0,-2.0962932834905796
40.0,40.0,5.0,3.0,5.0,5.0,103.0,102.0,-2.1026235056787383
40.0,40.0,5.0,3.0,5.0,5.0,103.0,103.0,-2.070558239580233
40.0,40.0,5.0,3.0,5.0,5.0,103.0,104.0,-2.098883945500903
40.0,40.0,5.0,3.0,5.0,5.0,103.0,105.0,-2.0384937428783347
40.0,40.0,5.0,3.0,5.0,5.0,103.0,106.0,-2.092573587447468
40.0,40.0,5.0,3.0,5.0,5.0,103.0,107.0,-2.083699212503415
40.0,40.0,5.0,3.0,5.0,5.0,103.0,108.0,-2.0985714899488057
40.0,40.0,5.0,3.0,5.0,5.0,103.0,109.0,-2.1148976876366326
40.0,40.0,5.0,3.0,5.0,5.0,103.0,110.0,-2.047472015986954
40.0,40.0,5.0,3.0,5.0,5.0,104.0,101.0,-2.0311105967724945
40.0,40.0,5.0,3.0,5.0,5.0,104.0,102.0,-1.9896344423719994
40.0,40.0,5.0,3.0,5.0,5.0,104.0,103.0,-2.0130122565782456
40.0,40.0,5.0,3.0,5.0,5.0,104.0,104.0,-2.0047291184615936
40.0,40.0,5.0,3.0,5.0,5.0,104.0,105.0,-2.103702983693735
40.0,40.0,5.0,3.0,5.0,5.0,104.0,106.0,-2.031525546028888
40.0,40.0,5.0,3.0,5.0,5.0,104.0,107.0,-2.019575935393218
40.0,40.0,5.0,3.0,5.0,5.0,104.0,108.0,-2.057798647935598
40.0,40.0,5.0,3.0,5.0,5.0,104.0,109.0,-2.053068320967108
40.0,40.0,5.0,3.0,5.0,5.0,104.0,110.0,-2.00219358553407
40.0,40.0,5.0,3.0,5.0,5.0,105.0,101.0,-2.0023290354098284
40.0,40.0,5.0,3.0,5.0,5.0,105.0,102.0,-2.0759431214345176
40.0,40.0,5.0,3.0,5.0,5.0,105.0,103.0,-2.01632942700356
40.0,40.0,5.0,3.0,5.0,5.0,105.0,104.0,-1.9441863187065285
40.0,40.0,5.0,3.0,5.0,5.0,105.0,105.0,-1.951227367773627
40.0,40.0,5.0,3.0,5.0,5.0,105.0,106.0,-1.9832568525030154
40.0,40.0,5.0,3.0,5.0,5.0,105.0,107.0,-1.991053849181201
40.0,40.0,5.0,3.0,5.0,5.0,105.0,108.0,-1.9711559339029763
40.0,40.0,5.0,3.0,5.0,5.0,105.0,109.0,-1.9511331073517533
40.0,40.0,5.0,3.0,5.0,5.0,105.0,110.0,-1.9552133691291733
40.0,40.0,5.0,4.0,5.0,5.0,101.0,101.0,-2.1359699955138325
40.0,40.0,5.0,4.0,5.0,5.0,101.0,102.0,-2.1225140041463373
40.0,40.0,5.0,4.0,5.0,5.0,101.0,103.0,-2.215726612440275
40.0,40.0,5.0,4.0,5.0,5.0,101.0,104.0,-2.151973112392569
40.0,40.0,5.0,4.0,5.0,5.0,101.0,105.0,-2.1609243798530544
40.0,40.0,5.0,4.0,5.0,5.0,101.0,106.0,-2.121591622347228
40.0,40.0,5.0,4.0,5.0,5.0,101.0,107.0,-2.0924177491543623
40.0,40.0,5.0,4.0,5.0,5.0,101.0,108.0,-2.0735647381484754
40.0,40.0,5.0,4.0,5.0,5.0,101.0,109.0,-2.1339322709427706
40.0,40.0,5.0,4.0,5.0,5.0,101.0,110.0,-2.1220998271806955
40.0,40.0,5.0,4.0,5.0,5.0,102.0,101.0,-2.054357558025866
40.0,40.0,5.0,4.0,5.0,5.0,102.0,102.0,-2.0304564547158215
40.0,40.0,5.0,4.0,5.0,5.0,102.0,103.0,-2.055144350784097
40.0,40.0,5.0,4.0,5.0,5.0,102.0,104.0,-2.098802432756406
40.0,40.0,5.0,4.0,5.0,5.0,102.0,105.0,-2.0475303089489834
40.0,40.0,5.0,4.0,5.0,5.0,102.0,106.0,-2.0235661190831613
40.0,40.0,5.0,4.0,5.0,5.0,102.0,107.0,-2.0267058160653413
40.0,40.0,5.0,4.0,5.0,5.0,102.0,108.0,-1.9930795517495699
40.0,40.0,5.0,4.0,5.0,5.0,102.0,109.0,-2.04566423860402
40.0,40.0,5.0,4.0,5.0,5.0,102.0,110.0,-2.0016843482443725
40.0,40.0,5.0,4.0,5.0,5.0,103.0,101.0,-2.0928251879221635
