,AIR_TIME,DISTANCE,origin,dest
8655,124.0,896,56,25
8656,54.0,420,25,43
8657,67.0,420,43,25
8658,113.0,862,25,48
8659,98.0,602,70,25
8660,105.0,853,25,79
8661,50.0,258,79,47
8662,42.0,236,47,48
8663,42.0,236,48,47
8664,44.0,258,47,79
8665,119.0,853,79,25
8666,69.0,391,25,87
8678,133.0,1041,93,37
8679,143.0,1041,37,93
8681,123.0,701,94,3
8682,245.0,1747,3,47
8683,170.0,1476,25,24
8684,215.0,1476,24,25
8685,77.0,680,25,59
8686,164.0,955,94,93
8687,261.0,1984,93,47
8688,74.0,397,47,88
8689,59.0,397,88,47
8690,72.0,414,47,84
8691,175.0,1199,3,25
8692,118.0,846,25,89
8693,114.0,846,89,25
8694,162.0,1024,25,83
8695,116.0,1024,83,25
8696,109.0,909,88,25
8697,76.0,391,25,87
8698,135.0,1086,87,4
8699,157.0,1086,4,87
8700,52.0,391,87,25
8701,200.0,1703,25,33
8702,131.0,993,78,69
8703,205.0,1709,25,55
8704,235.0,1709,55,25
8705,168.0,1476,25,24
8706,214.0,1476,24,25
8707,105.0,888,25,65
8708,198.0,1547,3,86
8709,199.0,1547,86,3
8710,67.0,404,3,52
8711,102.0,937,52,30
8712,165.0,1028,94,78
8713,149.0,1343,78,75
8714,225.0,1343,75,78
8715,120.0,879,78,23
8716,158.0,985,94,67
8717,115.0,951,67,69
8718,134.0,742,69,46
8719,96.0,742,46,69
8720,44.0,255,47,70
8721,79.0,602,70,25
8722,165.0,1476,25,24
8723,68.0,589,25,27
8724,97.0,589,27,25
8725,188.0,1120,65,78
8726,231.0,1607,78,25
8727,95.0,628,25,47
8728,77.0,628,47,25
8729,124.0,819,25,64
8730,241.0,2171,64,52
8731,101.0,641,26,25
8732,97.0,680,25,59
8733,97.0,680,59,25
8734,122.0,1023,25,39
8735,137.0,1023,39,25
8736,62.0,404,52,3
8737,87.0,746,3,30
8738,159.0,937,30,52
8739,103.0,851,52,53
8740,137.0,851,53,52
8741,83.0,594,55,3
8742,301.0,2139,3,84
8743,118.0,967,84,25
8744,91.0,602,25,70
8745,77.0,602,70,25
8746,182.0,1607,25,78
8747,135.0,1005,52,65
8748,186.0,1440,65,70
8749,69.0,507,70,87
8750,76.0,507,87,70
8751,166.0,1440,70,65
8752,72.0,397,47,88
8753,61.0,397,88,47
8754,129.0,1099,47,63
8755,165.0,1099,63,47
8756,320.0,2174,55,47
8757,83.0,604,47,22
8758,85.0,551,22,70
8759,74.0,551,70,22
8760,101.0,604,22,47
8761,222.0,1984,47,93
8762,146.0,1020,19,67
8763,131.0,1020,67,19
8765,120.0,957,52,28
8766,238.0,1671,28,70
8767,145.0,861,69,52
8768,107.0,896,52,94
8769,169.0,1085,30,55
8770,136.0,1145,55,28
8771,244.0,1749,28,47
8772,189.0,1749,47,28
8773,157.0,971,45,52
8774,133.0,1024,52,37
8775,145.0,1024,37,52
8776,180.0,1211,52,63
8777,82.0,472,63,25
8778,247.0,2176,47,69
8779,153.0,951,69,67
8780,124.0,985,67,94
8781,135.0,1005,65,52
8782,92.0,616,52,11
8783,205.0,1671,70,28
8784,138.0,957,28,52
8785,279.0,2149,52,79
8786,244.0,2149,79,52
8787,84.0,602,25,70
8788,44.0,255,70,47
8789,186.0,1587,47,11
8790,224.0,1587,11,47
8791,185.0,1824,47,19
8792,219.0,1506,93,25
8793,95.0,628,25,47
8794,83.0,628,47,25
8795,97.0,628,25,47
8796,43.0,255,47,70
8797,227.0,2133,70,30
8798,57.0,386,85,47
8799,43.0,255,47,70
8800,48.0,255,70,47
8801,41.0,226,47,89
8802,45.0,226,89,47
8803,54.0,368,47,87
8804,62.0,368,87,47
8805,180.0,1145,28,55
8806,95.0,700,55,76
8807,66.0,356,76,3
8808,53.0,356,3,76
8809,278.0,2026,76,47
8810,66.0,386,47,85
8811,83.0,628,47,25
8812,131.0,1069,25,23
8813,67.0,472,25,63
8814,156.0,1211,63,52
8815,105.0,895,52,19
8816,140.0,927,19,93
8817,143.0,1075,93,56
8818,60.0,414,84,47
8819,82.0,628,47,25
8820,122.0,1014,25,11
8821,148.0,1014,11,25
8822,133.0,862,25,48
8823,109.0,967,84,25
8824,212.0,1506,25,93
8825,116.0,1136,93,74
8826,216.0,1136,74,93
8827,124.0,927,93,19
8828,216.0,2026,47,76
8829,85.0,680,59,25
8830,165.0,1069,23,25
8831,124.0,616,11,52
8832,103.0,787,52,15
8833,137.0,787,15,52
8834,123.0,1073,52,2
8835,179.0,1073,2,52
8836,151.0,879,23,78
8837,133.0,1186,78,92
8838,198.0,1186,92,78
8839,131.0,1025,78,19
8840,260.0,1824,19,47
8841,133.0,1101,78,45
8842,203.0,1101,45,78
8843,149.0,1147,78,37
8844,151.0,1147,37,78
8845,161.0,1183,78,56
8846,101.0,770,25,91
8847,320.0,2227,30,47
8848,142.0,1090,47,4
8849,147.0,1090,4,47
8850,48.0,236,47,48
8851,44.0,236,48,47
8852,241.0,2174,47,55
8853,158.0,1023,30,67
8854,129.0,1023,67,30
8855,288.0,2133,30,70
8856,75.0,602,70,25
8857,83.0,641,25,26
8858,178.0,1396,70,57
8859,185.0,1396,57,70
8860,44.0,255,70,47
8861,65.0,386,47,85
8862,53.0,386,85,47
8863,225.0,2039,47,52
8864,119.0,937,52,30
8865,140.0,746,30,3
8866,67.0,404,3,52
8867,87.0,758,52,41
8868,121.0,758,41,52
8869,205.0,1075,56,93
8870,120.0,1053,93,14
8871,172.0,1053,14,93
8872,112.0,955,93,94
8873,248.0,1703,33,25
8874,88.0,602,25,70
8875,211.0,1737,70,19
8876,126.0,895,19,52
8877,63.0,404,52,3
8878,220.0,1504,4,84
8879,184.0,1504,84,4
8880,149.0,1164,4,79
8881,144.0,1164,79,4
8882,157.0,1189,86,52
8883,103.0,895,52,19
8884,138.0,895,19,52
8885,285.0,2171,52,64
8886,94.0,819,64,25
8887,122.0,888,65,25
8888,150.0,967,25,84
8889,228.0,2139,84,3
8890,209.0,920,69,93
8891,111.0,920,93,69
8892,173.0,993,69,78
8893,152.0,1120,78,65
8894,208.0,1476,24,25
8895,179.0,1491,25,15
8896,222.0,1491,15,25
8897,100.0,628,25,47
8898,235.0,2227,47,30
8899,216.0,1436,76,25
8900,80.0,524,25,16
8901,69.0,524,16,25
8902,121.0,977,25,44
8903,144.0,977,44,25
8904,147.0,909,25,88
8905,163.0,1052,45,67
8906,140.0,1052,67,45
8907,177.0,1092,45,33
8908,120.0,1026,33,94
8909,144.0,896,94,52
8910,206.0,1747,47,3
8911,167.0,701,3,94
8912,118.0,484,94,20
8913,64.0,484,20,94
8914,166.0,1026,94,33
8915,129.0,1092,33,45
8916,136.0,1214,52,75
8917,198.0,1214,75,52
8918,121.0,1053,52,92
8919,163.0,1053,92,52
8920,164.0,1436,25,76
8921,106.0,700,76,55
8922,144.0,1258,55,12
8923,220.0,1258,12,55
8924,124.0,1096,55,49
8925,171.0,1096,49,55
8926,188.0,1025,19,78
8927,137.0,1144,78,14
8928,184.0,1144,14,78
8929,122.0,1028,78,94
8930,70.0,373,94,76
8931,114.0,971,52,45
8932,199.0,971,45,52
8933,70.0,534,52,76
8934,95.0,534,76,52
8935,108.0,971,52,45
8936,141.0,1199,25,3
8937,91.0,762,3,49
8938,169.0,950,49,52
8939,137.0,1194,52,13
8940,199.0,1194,13,52
8941,143.0,1189,52,86
8942,234.0,1737,19,70
8943,51.0,304,70,79
8944,48.0,304,79,70
8945,171.0,1460,70,56
8946,207.0,1460,56,70
8947,113.0,861,52,69
8948,190.0,1303,69,26
8949,156.0,1303,26,69
8950,312.0,2176,69,47
8951,158.0,937,30,52
8952,134.0,1085,55,30
8953,274.0,2039,52,47
8954,121.0,770,91,25
8955,153.0,967,25,84
8956,125.0,1121,52,12
8957,184.0,1121,12,52
8958,112.0,950,52,49
8959,135.0,762,49,3
8960,178.0,1085,30,55
8961,123.0,1085,55,30
8962,150.0,932,23,33
8963,110.0,932,33,23
8964,247.0,2154,47,66
8965,115.0,655,66,52
8966,78.0,655,52,66
8967,304.0,2154,66,47
8968,183.0,1506,25,93
8969,172.0,1306,93,59
8970,169.0,1306,59,93
8971,157.0,1237,93,86
8972,209.0,1576,86,69
8973,171.0,1371,47,91
8974,132.0,861,69,52
8975,117.0,1011,52,14
8976,163.0,1011,14,52
8977,66.0,468,52,20
8978,77.0,468,20,52
8979,224.0,1576,69,86
8980,229.0,1608,86,30
8981,249.0,1608,30,86
8982,156.0,1237,86,93
8983,216.0,1506,93,25
8984,220.0,1546,52,25
8985,91.0,775,25,4
8986,120.0,775,4,25
8987,129.0,862,25,48
8988,100.0,862,48,25
8989,117.0,757,23,52
8990,161.0,985,52,26
8991,132.0,985,26,52
8992,139.0,1005,52,65
8993,230.0,1514,65,47
8994,111.0,861,52,69
8995,157.0,861,69,52
8996,142.0,1066,52,56
8997,131.0,1066,56,52
8998,106.0,757,52,23
8999,122.0,1062,25,60
9000,147.0,1062,60,25
9001,91.0,449,69,20
9002,260.0,1916,20,47
9003,73.0,414,47,84
9004,61.0,414,84,47
9005,216.0,1916,47,20
9006,188.0,1514,47,65
9007,176.0,1005,65,52
9008,147.0,1189,52,86
9009,154.0,1189,86,52
9010,110.0,1072,52,74
9011,233.0,1576,69,86
9012,212.0,1576,86,69
9013,117.0,666,69,3
9014,88.0,666,3,69
9015,195.0,1678,47,23
9016,177.0,773,23,93
9017,93.0,773,93,23
9018,140.0,948,23,55
9019,123.0,1013,55,69
9020,72.0,449,20,69
9021,218.0,1558,69,25
9022,183.0,1546,25,52
9023,218.0,1546,52,25
9024,178.0,1546,25,52
9025,120.0,1050,52,5
9026,177.0,1050,5,52
9027,129.0,882,52,91
9028,108.0,882,91,52
9029,100.0,861,52,69
9030,207.0,927,19,93
9031,109.0,927,93,19
9032,163.0,1025,19,78
9033,116.0,993,78,69
9034,153.0,1013,69,55
9035,140.0,1069,47,80
9036,145.0,1069,80,47
9037,125.0,1055,47,26
9038,144.0,1055,26,47
9039,206.0,1371,91,47
9040,76.0,628,47,25
9041,158.0,1197,55,65
9042,171.0,1197,65,55
9043,120.0,948,55,23
9044,239.0,1678,23,47
9045,176.0,1558,25,69
9046,152.0,993,69,78
9047,125.0,1025,78,19
9048,151.0,1080,19,55
9049,133.0,1080,55,19
9050,163.0,1072,74,52
9051,110.0,551,52,60
9052,81.0,551,60,52
9053,190.0,1310,52,59
9054,158.0,1310,59,52
9055,105.0,862,25,42
9056,128.0,862,42,25
9057,151.0,991,25,68
9058,113.0,991,68,25
9059,101.0,628,25,47
9060,121.0,853,79,25
9061,118.0,896,25,56
9062,138.0,896,56,25
9063,84.0,602,70,25
9064,118.0,853,25,79
9065,50.0,258,79,47
9066,44.0,236,47,48
9067,44.0,236,48,47
9068,47.0,258,47,79
9069,99.0,853,79,25
9070,111.0,862,48,25
9071,153.0,1337,25,20
9072,192.0,1337,20,25
9073,85.0,692,25,18
9074,112.0,692,18,25
9075,93.0,602,25,70
9076,122.0,862,25,48
9077,103.0,862,48,25
9078,100.0,794,25,80
9079,112.0,794,80,25
9080,71.0,391,25,87
9081,52.0,391,87,25
9082,54.0,420,25,43
9083,70.0,420,43,25
9084,130.0,853,25,79
9096,161.0,1277,93,75
9097,185.0,1277,75,93
9098,125.0,955,93,94
9099,187.0,1747,47,3
9100,271.0,1947,3,48
9101,100.0,862,48,25
9102,154.0,1476,25,24
9103,111.0,680,59,25
9104,99.0,602,25,70
9105,77.0,602,70,25
9106,106.0,639,25,96
9107,83.0,639,96,25
9108,60.0,414,84,47
9109,164.0,1506,25,93
9110,268.0,1984,93,47
9111,71.0,604,47,22
9112,91.0,551,22,70
9113,74.0,551,70,22
9114,106.0,604,22,47
9115,67.0,386,47,85
9116,242.0,1703,33,25
9117,137.0,862,25,48
9118,218.0,1947,48,3
9119,223.0,1440,65,70
9120,76.0,602,70,25
9121,83.0,563,25,29
9122,77.0,563,29,25
9123,104.0,628,25,47
9124,221.0,2227,47,30
9125,155.0,1085,30,55
9126,154.0,1194,55,5
9127,168.0,1194,5,55
9128,149.0,1096,55,49
9129,144.0,1096,49,55
9130,107.0,812,23,90
9131,128.0,967,90,19
9132,129.0,967,19,90
9133,121.0,812,90,23
9134,98.0,773,23,93
9135,111.0,773,93,23
9136,127.0,920,69,93
9137,152.0,1075,93,56
9138,235.0,1476,24,25
9139,107.0,628,25,47
9140,122.0,806,47,35
9141,110.0,806,35,47
9142,48.0,255,47,70
9143,42.0,255,70,47
9144,69.0,391,25,87
9145,56.0,391,87,25
9146,147.0,1476,25,24
9147,236.0,1476,24,25
9148,147.0,967,25,84
9149,123.0,896,52,94
9150,127.0,896,94,52
9151,116.0,802,52,21
9152,104.0,802,21,52
9153,196.0,1709,25,55
9154,239.0,1709,55,25
9155,155.0,948,25,85
9156,117.0,948,85,25
9157,84.0,680,25,59
9158,144.0,994,52,4
9159,150.0,1297,4,41
9160,184.0,1297,41,4
9161,167.0,1196,4,64
9162,95.0,819,64,25
9163,146.0,1101,78,45
9164,165.0,1101,45,78
9165,154.0,1205,78,2
9166,176.0,1205,2,78
9167,164.0,1183,78,56
9168,140.0,1120,65,78
9169,149.0,1200,78,74
9170,177.0,1200,74,78
9171,161.0,1120,78,65
9172,233.0,1514,65,47
9173,79.0,397,47,88
9174,59.0,397,88,47
9175,46.0,255,47,70
9176,214.0,2133,70,30
9177,220.0,1506,93,25
9178,138.0,846,25,89
9179,103.0,846,89,25
9180,105.0,628,25,47
9181,64.0,386,47,85
9182,56.0,386,85,47
9183,149.0,1025,19,78
9184,188.0,1299,78,63
9185,145.0,1299,63,78
9186,130.0,1028,78,94
9187,169.0,1569,70,23
9188,116.0,879,23,78
9189,136.0,945,78,44
9190,121.0,945,44,78
9191,118.0,879,78,23
9192,156.0,1028,94,78
9193,128.0,993,78,69
9194,143.0,993,69,78
9195,122.0,879,78,23
9196,240.0,1569,23,70
9197,134.0,1084,28,78
9198,238.0,1607,78,25
9199,119.0,1154,25,21
9200,188.0,1154,21,25
9201,175.0,1546,25,52
9202,227.0,1546,52,25
9203,86.0,524,25,16
9204,70.0,524,16,25
9205,86.0,641,25,26
9206,141.0,955,94,93
9207,124.0,920,93,69
9208,141.0,957,69,90
9209,133.0,957,90,69
9210,122.0,861,69,52
9211,85.0,616,11,52
9212,118.0,861,52,69
9213,116.0,861,69,52
9214,139.0,1189,52,86
9215,124.0,937,52,30
9216,113.0,746,30,3
9217,103.0,795,3,45
9218,156.0,1092,45,33
9219,142.0,1062,33,19
9220,265.0,1737,19,70
9221,52.0,304,70,79
9222,48.0,304,79,70
9223,42.0,255,70,47
9224,136.0,937,30,52
9225,154.0,1069,52,62
9226,133.0,1069,62,52
9227,119.0,971,52,45
9228,82.0,604,47,22
9229,96.0,551,22,70
9230,178.0,1737,70,19
9231,116.0,895,19,52
9232,53.0,386,85,47
9233,192.0,1824,47,19
9234,147.0,1062,19,33
9235,141.0,1092,33,45
9236,134.0,1075,56,93
9237,67.0,406,93,3
9238,61.0,406,3,93
9239,130.0,920,93,69
9240,96.0,862,48,25
9241,159.0,1476,25,24
9242,247.0,1476,24,25
9243,149.0,1201,25,19
9244,273.0,1824,19,47
9245,81.0,628,47,25
9246,148.0,909,25,88
9247,105.0,909,88,25
9248,97.0,888,25,65
9249,56.0,356,76,3
9250,60.0,404,3,52
9251,218.0,1520,52,22
9252,100.0,604,22,47
9253,176.0,1749,47,28
9254,147.0,1436,25,76
9255,223.0,1436,76,25
9256,133.0,1179,25,72
9257,172.0,1179,72,25
9258,125.0,776,25,73
9259,89.0,776,73,25
9260,139.0,936,52,10
9261,120.0,936,10,52
9262,290.0,2171,52,64
9263,136.0,1196,64,4
9264,72.0,628,47,25
9265,102.0,602,25,70
9266,59.0,345,47,77
9267,47.0,255,70,47
9268,52.0,345,77,47
9269,45.0,258,47,79
9270,47.0,258,79,47
9271,47.0,236,47,48
9272,41.0,236,48,47
9273,206.0,2026,47,76
9274,145.0,1183,56,78
9275,204.0,1416,78,59
9276,165.0,1416,59,78
9277,136.0,1025,78,19
9278,143.0,888,65,25
9279,96.0,533,51,25
9280,146.0,1085,55,30
9281,152.0,1085,30,55
9282,153.0,1085,55,30
9283,97.0,641,26,25
9284,84.0,680,25,59
9285,109.0,680,59,25
9286,74.0,627,25,31
9287,98.0,627,31,25
9288,135.0,819,25,64
9289,236.0,2171,64,52
9290,63.0,404,52,3
9291,95.0,746,3,30
9292,131.0,937,30,52
9293,70.0,449,52,38
9294,68.0,449,38,52
9295,110.0,719,52,82
9296,99.0,719,82,52
9297,124.0,896,52,94
9298,124.0,985,94,67
9299,126.0,985,67,94
9300,134.0,985,94,67
9301,129.0,985,67,94
9302,132.0,896,94,52
9303,121.0,829,52,44
9304,251.0,1590,44,47
9305,176.0,1199,3,25
9306,135.0,1278,25,38
9307,210.0,1278,38,25
9308,138.0,862,25,48
9309,101.0,862,48,25
9310,60.0,444,4,60
9311,67.0,444,60,4
9312,118.0,994,4,52
9313,157.0,1072,52,51
9314,127.0,1072,51,52
9315,61.0,404,52,3
9316,134.0,1199,25,3
9317,238.0,1590,3,87
9318,169.0,1590,87,3
9319,75.0,404,3,52
9320,118.0,937,52,30
9321,99.0,762,3,49
9322,135.0,950,49,52
9323,116.0,861,52,69
9324,347.0,2176,69,47
9325,220.0,2039,47,52
9326,195.0,1201,19,25
9327,336.0,2227,30,47
9328,115.0,763,47,68
9329,95.0,763,68,47
9330,69.0,397,47,88
9331,54.0,397,88,47
9332,218.0,1984,47,93
9333,104.0,909,88,25
9334,73.0,616,25,99
9335,105.0,616,99,25
9336,82.0,641,25,26
9337,97.0,641,26,25
9338,137.0,909,25,88
9339,164.0,1169,52,36
9340,145.0,1169,36,52
9341,119.0,950,52,49
9342,114.0,762,49,3
9343,88.0,594,3,55
9344,141.0,971,45,52
9345,285.0,2039,52,47
9346,126.0,1090,47,4
9347,152.0,1090,4,47
9348,233.0,2174,47,55
9349,127.0,971,52,45
9350,127.0,795,45,3
9351,58.0,356,3,76
9352,101.0,700,76,55
9353,102.0,700,55,76
9354,80.0,534,76,52
9355,301.0,2174,55,47
9356,48.0,255,47,70
9357,74.0,551,70,22
9358,167.0,1520,22,52
9359,77.0,534,52,76
9360,89.0,612,76,12
9361,90.0,612,12,76
9362,184.0,1433,76,86
9363,197.0,1433,86,76
9364,302.0,2026,76,47
9365,138.0,1104,93,92
9366,146.0,1104,92,93
9367,127.0,1034,93,45
9368,147.0,1052,45,67
9369,136.0,1052,67,45
9370,138.0,971,45,52
9371,296.0,2149,52,79
9372,228.0,2149,79,52
9373,147.0,1189,86,52
9374,162.0,1109,52,57
9375,136.0,1109,57,52
9376,167.0,1141,52,27
9377,101.0,589,27,25
9378,197.0,1703,25,33
9379,128.0,1149,70,27
9380,180.0,1149,27,70
9381,134.0,1225,70,31
9382,172.0,1225,31,70
9383,227.0,2176,47,69
9384,160.0,1089,69,60
9385,132.0,1089,60,69
9386,124.0,1099,47,63
9387,178.0,1099,63,47
9388,77.0,628,47,25
9389,98.0,602,25,70
9390,71.0,602,70,25
9391,175.0,1607,25,78
9392,108.0,967,84,25
9393,78.0,589,25,27
9394,138.0,1141,27,52
9395,147.0,1041,52,80
9396,123.0,1041,80,52
9397,93.0,616,52,11
9398,99.0,701,3,94
9399,143.0,1026,94,33
9400,134.0,1026,33,94
9401,105.0,701,94,3
9402,259.0,1747,3,47
9403,145.0,1023,30,67
9404,136.0,1023,67,30
9405,332.0,2133,30,70
9406,154.0,1440,70,65
9407,115.0,879,23,78
9408,151.0,1084,78,28
9409,287.0,1749,28,47
9410,57.0,368,47,87
9411,57.0,368,87,47
9412,173.0,1824,47,19
9413,167.0,1590,47,44
9414,101.0,829,44,52
9415,123.0,895,52,19
9416,298.0,1824,19,47
9417,144.0,993,69,78
9418,140.0,1025,78,19
9419,125.0,927,19,93
9420,129.0,927,93,19
9421,229.0,1371,91,47
9422,73.0,628,47,25
9423,222.0,1546,52,25
9424,113.0,862,25,42
9425,128.0,862,42,25
9426,156.0,991,25,68
9427,116.0,991,68,25
9428,160.0,967,25,84
9429,105.0,967,84,25
9430,95.0,775,25,4
9431,106.0,775,4,25
9432,99.0,628,25,47
9433,163.0,1558,25,69
9434,243.0,1558,69,25
9435,168.0,1546,25,52
9436,213.0,1546,52,25
9437,167.0,1514,47,65
9438,123.0,1005,65,52
9439,143.0,1189,52,86
9440,163.0,1189,86,52
9441,138.0,1072,52,74
9442,99.0,757,23,52
9443,125.0,854,52,42
9444,102.0,854,42,52
9445,137.0,957,52,28
9446,125.0,957,28,52
9447,97.0,872,25,54
9448,141.0,872,54,25
9449,153.0,967,25,84
9450,111.0,967,84,25
9451,69.0,449,20,69
9452,115.0,861,69,52
9453,109.0,684,52,54
9454,89.0,684,54,52
9455,108.0,757,52,23
9456,152.0,1072,74,52
9457,72.0,468,52,20
9458,71.0,468,20,52
9459,131.0,882,52,91
9460,107.0,882,91,52
9461,113.0,861,52,69
9462,225.0,1576,69,86
9463,231.0,1608,86,30
9464,225.0,1608,30,86
9465,135.0,1045,86,55
9466,132.0,1013,55,69
9467,217.0,1576,69,86
9468,238.0,1576,86,69
9469,107.0,675,69,11
9470,88.0,675,11,69
9471,172.0,1546,25,52
9472,150.0,1121,52,12
9473,158.0,1121,12,52
9474,132.0,1011,52,14
9475,124.0,1011,14,52
9476,77.0,449,69,20
9477,282.0,1916,20,47
9478,71.0,414,47,84
9479,58.0,414,84,47
9480,197.0,1916,47,20
9481,175.0,1197,55,65
9482,144.0,1197,65,55
9483,125.0,1045,55,86
9484,229.0,1576,86,69
9485,146.0,1371,47,91
9486,125.0,1011,65,93
9487,149.0,1011,93,65
9488,66.0,533,25,51
9489,137.0,867,47,83
9490,113.0,867,83,47
9491,146.0,1222,47,42
9492,168.0,1222,42,47
9493,118.0,927,19,93
9494,126.0,927,93,19
9495,140.0,1025,19,78
9496,135.0,993,78,69
9497,130.0,1013,69,55
9498,118.0,834,52,71
9499,110.0,834,71,52
9500,164.0,1066,52,56
9501,125.0,1066,56,52
9502,154.0,1005,52,65
9503,178.0,1678,47,23
9504,270.0,1678,23,47
9505,144.0,1454,47,57
9506,244.0,1454,57,47
9507,136.0,1359,25,14
9508,217.0,1359,14,25
9509,61.0,483,25,34
9510,83.0,483,34,25
9511,73.0,391,25,87
9512,119.0,1162,25,98
9513,182.0,1162,98,25
9514,86.0,771,25,50
9515,123.0,771,50,25
9516,130.0,853,25,79
9517,73.0,602,70,25
9518,133.0,853,25,79
9519,46.0,258,79,47
9520,46.0,236,47,48
9521,39.0,236,48,47
9522,45.0,258,47,79
9523,56.0,391,87,25
9524,167.0,1553,25,66
9525,254.0,1553,66,25
9526,58.0,349,25,1
9527,51.0,349,1,25
9528,135.0,862,25,48
9529,110.0,853,79,25
9530,93.0,826,25,57
9531,145.0,826,57,25
9532,66.0,495,25,62
9533,76.0,495,62,25
9534,96.0,602,25,70
9538,135.0,985,94,67
9539,125.0,951,67,69
9540,125.0,951,69,67
9541,126.0,985,67,94
9542,246.0,1476,24,25
9543,94.0,628,25,47
9544,165.0,1587,47,11
9545,232.0,1587,11,47
9546,242.0,2174,47,55
9547,115.0,1014,25,11
9548,157.0,1014,11,25
9549,90.0,680,25,59
9550,58.0,386,85,47
9551,47.0,255,47,70
9552,49.0,255,70,47
9553,69.0,397,47,88
9554,61.0,397,88,47
9555,60.0,368,47,87
9556,59.0,368,87,47
9557,204.0,1824,47,19
9558,107.0,762,3,49
9559,137.0,950,49,52
9560,121.0,861,69,52
9561,113.0,829,52,44
9562,215.0,1590,44,47
9563,139.0,937,30,52
9564,296.0,2039,52,47
9565,42.0,226,47,89
9566,41.0,226,89,47
9567,61.0,386,47,85
9568,61.0,386,85,47
9569,300.0,2174,55,47
9570,43.0,255,47,70
9571,83.0,602,70,25
9572,165.0,1476,25,24
9573,127.0,932,23,33
9574,136.0,932,33,23
9575,109.0,701,23,60
9576,93.0,701,60,23
9577,145.0,1183,56,78
9578,134.0,993,78,69
9579,147.0,993,69,78
9580,152.0,1120,78,65
9581,143.0,1222,47,42
9582,177.0,1222,42,47
9583,139.0,763,47,68
9584,106.0,763,68,47
9585,243.0,2227,47,30
9586,112.0,967,84,25
9587,147.0,1337,25,20
9588,208.0,1337,20,25
9589,85.0,732,25,97
9590,117.0,732,97,25
9591,152.0,1214,52,75
9592,183.0,1214,75,52
9593,145.0,1194,52,13
9594,183.0,1194,13,52
9595,103.0,680,59,25
9596,91.0,770,25,91
9597,105.0,977,25,44
9598,94.0,628,25,47
9599,210.0,1984,47,93
9600,145.0,1075,56,93
9601,140.0,1053,93,14
9602,150.0,1053,14,93
9603,115.0,955,93,94
9604,170.0,1590,47,44
9605,112.0,829,44,52
9606,86.0,535,52,40
9607,75.0,535,40,52
9608,119.0,971,52,45
9609,146.0,1085,30,55
9610,165.0,1145,55,28
9611,248.0,1749,28,47
9612,61.0,386,47,85
9613,76.0,397,47,88
9614,60.0,397,88,47
9615,129.0,1099,47,63
9616,155.0,1099,63,47
9617,48.0,255,47,70
9618,238.0,2133,70,30
9619,163.0,1028,94,78
9620,162.0,1343,78,75
9621,196.0,1343,75,78
9622,121.0,879,78,23
9623,120.0,879,23,78
9624,154.0,1186,78,92
9625,162.0,1186,92,78
9626,139.0,1025,78,19
9627,261.0,1824,19,47
9628,178.0,1671,70,28
9629,134.0,957,28,52
9630,298.0,2149,52,79
9631,229.0,2149,79,52
9632,89.0,680,25,59
9633,98.0,680,59,25
9634,89.0,628,25,47
9635,82.0,628,47,25
9636,109.0,888,25,65
9637,99.0,641,26,25
9638,147.0,977,44,25
9639,61.0,404,52,3
9640,96.0,746,3,30
9641,137.0,937,30,52
9642,130.0,957,52,28
9643,240.0,1671,28,70
9644,161.0,1189,86,52
9645,153.0,1005,52,65
9646,230.0,1440,65,70
9647,80.0,507,70,87
9648,74.0,507,87,70
9649,168.0,1440,70,65
9650,131.0,1025,19,78
9651,147.0,1144,78,14
9652,155.0,1144,14,78
9653,141.0,1028,78,94
9654,60.0,373,94,76
9655,58.0,345,47,77
9656,51.0,345,77,47
9657,43.0,258,47,79
9658,48.0,258,79,47
9659,42.0,236,47,48
9660,39.0,236,48,47
9661,141.0,971,45,52
9662,115.0,896,52,94
9663,126.0,896,94,52
9664,99.0,758,52,41
9665,113.0,758,41,52
9666,140.0,1189,52,86
9667,126.0,937,52,30
9668,120.0,746,30,3
9669,60.0,404,3,52
9670,129.0,1073,52,2
9671,156.0,1073,2,52
9672,145.0,1052,45,67
9673,141.0,1052,67,45
9674,161.0,1092,45,33
9675,133.0,1026,33,94
9676,131.0,896,94,52
9677,96.0,602,25,70
9678,47.0,255,70,47
9679,78.0,604,47,22
9680,87.0,551,22,70
9681,72.0,551,70,22
9682,92.0,604,22,47
9683,137.0,920,69,93
9684,121.0,920,93,69
9685,144.0,920,69,93
9686,117.0,920,93,69
9687,150.0,1476,25,24
9688,233.0,1476,24,25
9689,117.0,862,25,48
9690,110.0,862,48,25
9691,143.0,1120,65,78
9692,243.0,1607,78,25
9693,176.0,1024,25,83
9694,114.0,1024,83,25
9695,171.0,1607,25,78
9696,124.0,770,91,25
9697,117.0,862,25,48
9698,153.0,1145,28,55
9699,103.0,700,55,76
9700,177.0,1211,52,63
9701,78.0,472,63,25
9702,190.0,1709,25,55
9703,249.0,1709,55,25
9704,156.0,1476,25,24
9705,228.0,1476,24,25
9706,224.0,1504,4,84
9707,172.0,1504,84,4
9708,168.0,1164,4,79
9709,137.0,1164,79,4
9710,57.0,373,76,94
9711,149.0,992,94,90
9712,134.0,992,90,94
9713,117.0,701,94,3
9714,260.0,1747,3,47
9715,126.0,927,19,93
9716,121.0,927,93,19
9717,143.0,1436,25,76
9718,228.0,1436,76,25
9719,78.0,391,25,87
