project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
TCGA-BRCA	a12fd22a-7f84-4b6e-b6d8-012e38eb73d7	TCGA-AR-A1AW	7cfe5395-8477-405a-8260-b3b3aaf46a42	TCGA-AR-A1AW-01A	7b3ec28d-bf1f-44b4-9b24-7c11cd183c88	TCGA-AR-A1AW-01A-21	20b42dfd-970b-40bf-9323-fc9ddd5ba136	TCGA-AR-A1AW-01A-21R	1.87	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.9	9.4	UV Spec	released	'--
TCGA-BRCA	a12fd22a-7f84-4b6e-b6d8-012e38eb73d7	TCGA-AR-A1AW	7cfe5395-8477-405a-8260-b3b3aaf46a42	TCGA-AR-A1AW-01A	7b3ec28d-bf1f-44b4-9b24-7c11cd183c88	TCGA-AR-A1AW-01A-21	6c7bf752-0dfe-4204-93ec-d94824964df6	TCGA-AR-A1AW-01A-21W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-CESC	6c3c8219-74ab-4e54-81f5-84d4d5884252	TCGA-VS-A8Q8	3a63975b-9967-4667-bc7c-d3093315bd02	TCGA-VS-A8Q8-10A	deceb775-9a9b-40e6-89ae-68f72b92cb40	TCGA-VS-A8Q8-10A-01	886a2bb7-9260-4380-8ecc-da2b0d791265	TCGA-VS-A8Q8-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-CESC	6c3c8219-74ab-4e54-81f5-84d4d5884252	TCGA-VS-A8Q8	3a63975b-9967-4667-bc7c-d3093315bd02	TCGA-VS-A8Q8-10A	deceb775-9a9b-40e6-89ae-68f72b92cb40	TCGA-VS-A8Q8-10A-01	c4982606-0b5b-44c3-ab2c-f41dc1b84632	TCGA-VS-A8Q8-10A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	6c3c8219-74ab-4e54-81f5-84d4d5884252	TCGA-VS-A8Q8	9fc25b2b-56b2-44d9-8be2-5510c06b8d33	TCGA-VS-A8Q8-01A	f63cdc4b-f3a8-40a4-bb28-8c8b8355600f	TCGA-VS-A8Q8-01A-11	1cb46866-4259-44dc-b263-6aafb1bab16a	TCGA-VS-A8Q8-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-CESC	6c3c8219-74ab-4e54-81f5-84d4d5884252	TCGA-VS-A8Q8	9fc25b2b-56b2-44d9-8be2-5510c06b8d33	TCGA-VS-A8Q8-01A	f63cdc4b-f3a8-40a4-bb28-8c8b8355600f	TCGA-VS-A8Q8-01A-11	7d93341e-4dbc-41a1-babb-de1751d25475	TCGA-VS-A8Q8-01A-11R	1.92	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.25	8.2	UV Spec	released	'--
TCGA-CESC	6c3c8219-74ab-4e54-81f5-84d4d5884252	TCGA-VS-A8Q8	9fc25b2b-56b2-44d9-8be2-5510c06b8d33	TCGA-VS-A8Q8-01A	f63cdc4b-f3a8-40a4-bb28-8c8b8355600f	TCGA-VS-A8Q8-01A-11	db267c0b-53c8-4280-b41c-1f23ecc659f4	TCGA-VS-A8Q8-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	5a53ec47-e63f-44a2-8078-87659544fb04	TCGA-A2-A4RY	6a6b6b80-65c6-413d-94ed-07f13e48d62c	TCGA-A2-A4RY-01A	c2d4f3df-e49e-40c2-88d1-f3ca97ad8ab9	TCGA-A2-A4RY-01A-31	4683a155-72db-45bf-a6a9-e0fc4e0d9d05	TCGA-A2-A4RY-01A-31W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	5a53ec47-e63f-44a2-8078-87659544fb04	TCGA-A2-A4RY	6a6b6b80-65c6-413d-94ed-07f13e48d62c	TCGA-A2-A4RY-01A	c2d4f3df-e49e-40c2-88d1-f3ca97ad8ab9	TCGA-A2-A4RY-01A-31	79db5505-20cc-47ee-a58e-22045365d872	TCGA-A2-A4RY-01A-31D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	5a53ec47-e63f-44a2-8078-87659544fb04	TCGA-A2-A4RY	6a6b6b80-65c6-413d-94ed-07f13e48d62c	TCGA-A2-A4RY-01A	c2d4f3df-e49e-40c2-88d1-f3ca97ad8ab9	TCGA-A2-A4RY-01A-31	fe5c1596-351e-4b9d-8e51-a4d970d6edfe	TCGA-A2-A4RY-01A-31R	1.85	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.78	8.9	UV Spec	released	'--
TCGA-BRCA	5a53ec47-e63f-44a2-8078-87659544fb04	TCGA-A2-A4RY	ea0a7606-15d0-4355-9263-0c8a1d5f5bfe	TCGA-A2-A4RY-10A	e5cd99d9-1289-4552-8298-627fad9b30bc	TCGA-A2-A4RY-10A-01	af4fe0bc-05da-4045-aa33-8acb7964b553	TCGA-A2-A4RY-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	5a53ec47-e63f-44a2-8078-87659544fb04	TCGA-A2-A4RY	ea0a7606-15d0-4355-9263-0c8a1d5f5bfe	TCGA-A2-A4RY-10A	e5cd99d9-1289-4552-8298-627fad9b30bc	TCGA-A2-A4RY-10A-01	ca56bc32-f45c-4bad-981f-99b554ddcd02	TCGA-A2-A4RY-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-CESC	d0cbe668-5c95-4261-a1e8-cef55093a0f7	TCGA-Q1-A73O	407e6344-7cd5-4739-9257-6d0e5b071b70	TCGA-Q1-A73O-10B	32b89d8a-704f-4452-bd95-73ac6043469e	TCGA-Q1-A73O-10B-01	3a391af8-ff3b-4d6c-b579-e4e15faaee5d	TCGA-Q1-A73O-10B-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	d0cbe668-5c95-4261-a1e8-cef55093a0f7	TCGA-Q1-A73O	407e6344-7cd5-4739-9257-6d0e5b071b70	TCGA-Q1-A73O-10B	32b89d8a-704f-4452-bd95-73ac6043469e	TCGA-Q1-A73O-10B-01	c58ae02f-278a-4c82-96b2-2f964d85e83c	TCGA-Q1-A73O-10B-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-CESC	d0cbe668-5c95-4261-a1e8-cef55093a0f7	TCGA-Q1-A73O	bc95ea67-748a-4826-9112-8ec1ea2167cf	TCGA-Q1-A73O-01A	3c8917b9-bdf6-4d51-a7dc-728f2df95a82	TCGA-Q1-A73O-01A-11	05fbe209-203d-425d-a327-d298b83458a7	TCGA-Q1-A73O-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	d0cbe668-5c95-4261-a1e8-cef55093a0f7	TCGA-Q1-A73O	bc95ea67-748a-4826-9112-8ec1ea2167cf	TCGA-Q1-A73O-01A	3c8917b9-bdf6-4d51-a7dc-728f2df95a82	TCGA-Q1-A73O-01A-11	195dc82c-b7ae-4b38-aaa8-f2784cb35062	TCGA-Q1-A73O-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-CESC	d0cbe668-5c95-4261-a1e8-cef55093a0f7	TCGA-Q1-A73O	bc95ea67-748a-4826-9112-8ec1ea2167cf	TCGA-Q1-A73O-01A	3c8917b9-bdf6-4d51-a7dc-728f2df95a82	TCGA-Q1-A73O-01A-11	529911d7-4f41-4c01-a3fc-b7f9f0abdbc4	TCGA-Q1-A73O-01A-11R	1.94	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.75	9.1	UV Spec	released	'--
TCGA-BRCA	d5e9a403-88ce-40fc-bb85-80cf3f8ff6bc	TCGA-D8-A1J9	1c1fd289-0b8d-47a5-ab05-5043729dccc1	TCGA-D8-A1J9-10A	015e64ce-8dbb-42c1-9f90-d2e735b83f40	TCGA-D8-A1J9-10A-01	00c1536e-f38f-4645-bf6a-b0ff4e3b4be1	TCGA-D8-A1J9-10A-01D	2.13	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	d5e9a403-88ce-40fc-bb85-80cf3f8ff6bc	TCGA-D8-A1J9	1c1fd289-0b8d-47a5-ab05-5043729dccc1	TCGA-D8-A1J9-10A	015e64ce-8dbb-42c1-9f90-d2e735b83f40	TCGA-D8-A1J9-10A-01	5f906495-b168-4ca5-966a-a9e1678032a2	TCGA-D8-A1J9-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	d5e9a403-88ce-40fc-bb85-80cf3f8ff6bc	TCGA-D8-A1J9	ed00a16b-6b8e-44e4-998a-ae4dcca5a93c	TCGA-D8-A1J9-01A	f886125e-d275-40ef-b16a-8795d4aaf4f4	TCGA-D8-A1J9-01A-11	2617346d-0b13-4c3e-a5dc-55cbc6b52742	TCGA-D8-A1J9-01A-11R	1.86	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.8	9.6	UV Spec	released	'--
TCGA-BRCA	d5e9a403-88ce-40fc-bb85-80cf3f8ff6bc	TCGA-D8-A1J9	ed00a16b-6b8e-44e4-998a-ae4dcca5a93c	TCGA-D8-A1J9-01A	f886125e-d275-40ef-b16a-8795d4aaf4f4	TCGA-D8-A1J9-01A-11	302be20f-6742-4ec0-9ee6-9ac30792f25d	TCGA-D8-A1J9-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	d5e9a403-88ce-40fc-bb85-80cf3f8ff6bc	TCGA-D8-A1J9	ed00a16b-6b8e-44e4-998a-ae4dcca5a93c	TCGA-D8-A1J9-01A	f886125e-d275-40ef-b16a-8795d4aaf4f4	TCGA-D8-A1J9-01A-11	8a1ca360-3bba-4ebd-8905-6d557957d821	TCGA-D8-A1J9-01A-11D	1.82	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	43d5632e-7272-4aad-9496-7f5a99671223	TCGA-A2-A0T7	b7c1b31e-94e5-4fb1-b824-a8dea90334e9	TCGA-A2-A0T7-10A	7764709f-0db4-4afb-91fc-2a894f385269	TCGA-A2-A0T7-10A-01	0025f0ec-4d83-4bb0-be77-95f4bb30a64d	TCGA-A2-A0T7-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	43d5632e-7272-4aad-9496-7f5a99671223	TCGA-A2-A0T7	b7c1b31e-94e5-4fb1-b824-a8dea90334e9	TCGA-A2-A0T7-10A	7764709f-0db4-4afb-91fc-2a894f385269	TCGA-A2-A0T7-10A-01	64567c73-60a3-4645-a719-5973e5d18966	TCGA-A2-A0T7-10A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-BRCA	43d5632e-7272-4aad-9496-7f5a99671223	TCGA-A2-A0T7	b7c1b31e-94e5-4fb1-b824-a8dea90334e9	TCGA-A2-A0T7-10A	7764709f-0db4-4afb-91fc-2a894f385269	TCGA-A2-A0T7-10A-01	e2da6891-5b4f-4b5c-8e65-399bb0bdca11	TCGA-A2-A0T7-10A-01D	1.91	'--	'--	DNA	D	'--	0.07	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	43d5632e-7272-4aad-9496-7f5a99671223	TCGA-A2-A0T7	dd8ebcff-9598-45db-b762-7ef446159e52	TCGA-A2-A0T7-01A	4d6d0dff-6727-40a2-b3dc-c11ac938dd62	TCGA-A2-A0T7-01A-21	0177e221-d5a8-4ad6-b1d4-33dcb2867748	TCGA-A2-A0T7-01A-21D	2.0	'--	'--	DNA	D	'--	0.12	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	43d5632e-7272-4aad-9496-7f5a99671223	TCGA-A2-A0T7	dd8ebcff-9598-45db-b762-7ef446159e52	TCGA-A2-A0T7-01A	4d6d0dff-6727-40a2-b3dc-c11ac938dd62	TCGA-A2-A0T7-01A-21	0ba1deac-1eb2-44a9-bdd3-8e2825b3712a	TCGA-A2-A0T7-01A-21X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-BRCA	43d5632e-7272-4aad-9496-7f5a99671223	TCGA-A2-A0T7	dd8ebcff-9598-45db-b762-7ef446159e52	TCGA-A2-A0T7-01A	4d6d0dff-6727-40a2-b3dc-c11ac938dd62	TCGA-A2-A0T7-01A-21	415a31ef-8729-4ca3-976a-0c33c884705f	TCGA-A2-A0T7-01A-21R	1.88	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	2.0	9.2	UV Spec	released	'--
TCGA-BRCA	43d5632e-7272-4aad-9496-7f5a99671223	TCGA-A2-A0T7	dd8ebcff-9598-45db-b762-7ef446159e52	TCGA-A2-A0T7-01A	4d6d0dff-6727-40a2-b3dc-c11ac938dd62	TCGA-A2-A0T7-01A-21	98319f30-b281-47cb-b009-7198ff42c489	TCGA-A2-A0T7-01A-21W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	43d5632e-7272-4aad-9496-7f5a99671223	TCGA-A2-A0T7	dd8ebcff-9598-45db-b762-7ef446159e52	TCGA-A2-A0T7-01A	8d66ac5d-ca8b-47fc-8c61-376a75aeb292	TCGA-A2-A0T7-01A-31-A615-42	1165a821-7b70-4849-b413-97d41ab07bd6	TCGA-A2-A0T7-01A-31-A615-42-X019-S05	'--	'--	'--	DNA	'--	'--	'--	'--	'--	'--	'--	'--	released	'--
TCGA-UCS	2aad74b4-8d66-4563-8958-88d83f86556d	TCGA-N8-A4PO	3841f3fc-6624-424d-b9ea-0b1b8453c26a	TCGA-N8-A4PO-01A	41d2abad-2fb4-408c-8028-a73b9bee2d5a	TCGA-N8-A4PO-01A-11	0f67a310-3071-4823-9707-5f991d135e84	TCGA-N8-A4PO-01A-11R	1.88	'--	'--	RNA	R	'--	0.18	'--	'--	'--	'--	UV Spec	released	'--
TCGA-UCS	2aad74b4-8d66-4563-8958-88d83f86556d	TCGA-N8-A4PO	3841f3fc-6624-424d-b9ea-0b1b8453c26a	TCGA-N8-A4PO-01A	41d2abad-2fb4-408c-8028-a73b9bee2d5a	TCGA-N8-A4PO-01A-11	528747c0-fbf5-4b41-9480-feda9ef54723	TCGA-N8-A4PO-01A-11D	'--	'--	'--	DNA	D	'--	0.14	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-UCS	2aad74b4-8d66-4563-8958-88d83f86556d	TCGA-N8-A4PO	3841f3fc-6624-424d-b9ea-0b1b8453c26a	TCGA-N8-A4PO-01A	41d2abad-2fb4-408c-8028-a73b9bee2d5a	TCGA-N8-A4PO-01A-11	f43763cd-2731-4132-a950-c24b848fcccc	TCGA-N8-A4PO-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	'--	'--	released	'--
TCGA-UCS	2aad74b4-8d66-4563-8958-88d83f86556d	TCGA-N8-A4PO	837206ed-6f97-487a-a7e4-7d7884994589	TCGA-N8-A4PO-10A	78b4b823-ef28-4ba9-b2b6-4acd1398b799	TCGA-N8-A4PO-10A-01	63b9b12e-f2e8-4d3e-ad5a-97f7ff282827	TCGA-N8-A4PO-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	'--	'--	released	'--
TCGA-UCS	2aad74b4-8d66-4563-8958-88d83f86556d	TCGA-N8-A4PO	837206ed-6f97-487a-a7e4-7d7884994589	TCGA-N8-A4PO-10A	78b4b823-ef28-4ba9-b2b6-4acd1398b799	TCGA-N8-A4PO-10A-01	8c553a24-7ed1-4799-89c2-14b945491985	TCGA-N8-A4PO-10A-01D	'--	'--	'--	DNA	D	'--	0.14	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-UVM	b533e555-90cf-4657-80c6-15b67da8ad26	TCGA-V4-A9EI	0077ccb8-615d-4725-95e7-72708732e963	TCGA-V4-A9EI-01A	081f9fdc-d0ac-4649-ac85-22b2c75e4791	TCGA-V4-A9EI-01A-11	4324dcd0-569e-40b4-8f2c-2187672b126d	TCGA-V4-A9EI-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-UVM	b533e555-90cf-4657-80c6-15b67da8ad26	TCGA-V4-A9EI	0077ccb8-615d-4725-95e7-72708732e963	TCGA-V4-A9EI-01A	081f9fdc-d0ac-4649-ac85-22b2c75e4791	TCGA-V4-A9EI-01A-11	fb115ca4-a95f-421d-8b0b-c1fb64a82a75	TCGA-V4-A9EI-01A-11R	1.89	'--	'--	RNA	R	'--	0.15	nRNA - Melanoma Protocol	Yes	1.5	8.5	UV Spec	released	'--
TCGA-UVM	b533e555-90cf-4657-80c6-15b67da8ad26	TCGA-V4-A9EI	f7908425-85c4-4473-8f3c-cf90f8c34191	TCGA-V4-A9EI-10A	06bd8bdc-87f9-4484-b774-64e5c42740df	TCGA-V4-A9EI-10A-01	3ba2008a-135c-4e45-978e-496469f2ad8b	TCGA-V4-A9EI-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-UVM	39e494bc-7710-4f9f-98b0-0f509f7aef1a	TCGA-V4-A9EZ	825f8a51-66e0-42b7-be80-4639bc39b365	TCGA-V4-A9EZ-10A	c36359bf-4e68-4211-9ad2-ccfcf150f3e8	TCGA-V4-A9EZ-10A-01	d08501d3-f912-4d54-ab7d-992118ce317a	TCGA-V4-A9EZ-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-UVM	39e494bc-7710-4f9f-98b0-0f509f7aef1a	TCGA-V4-A9EZ	9fee606b-30e8-4bd6-b4c3-e21efe64870c	TCGA-V4-A9EZ-01A	0c6e25e0-20a7-4a4c-a89d-26105d8b54bf	TCGA-V4-A9EZ-01A-11	ce757fc7-efdb-4d0d-a1b3-fe0b301b6e17	TCGA-V4-A9EZ-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-UVM	39e494bc-7710-4f9f-98b0-0f509f7aef1a	TCGA-V4-A9EZ	9fee606b-30e8-4bd6-b4c3-e21efe64870c	TCGA-V4-A9EZ-01A	0c6e25e0-20a7-4a4c-a89d-26105d8b54bf	TCGA-V4-A9EZ-01A-11	e7370d7c-0ef3-4a22-a673-eb03962e9e66	TCGA-V4-A9EZ-01A-11R	1.9	'--	'--	RNA	R	'--	0.17	nRNA - Melanoma Protocol	Yes	1.22	8.9	UV Spec	released	'--
TCGA-CESC	e733f289-a0ec-478c-aad9-1378ad26ddfa	TCGA-C5-A2LY	298b78b6-2508-4247-a4e9-aee460786f98	TCGA-C5-A2LY-01A	2861ea6c-76c2-4bb8-b746-f52a2e8b8e27	TCGA-C5-A2LY-01A-31	bebee45b-31fa-479d-b142-add094f10c59	TCGA-C5-A2LY-01A-31D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	e733f289-a0ec-478c-aad9-1378ad26ddfa	TCGA-C5-A2LY	298b78b6-2508-4247-a4e9-aee460786f98	TCGA-C5-A2LY-01A	2861ea6c-76c2-4bb8-b746-f52a2e8b8e27	TCGA-C5-A2LY-01A-31	c316791d-3bab-4898-8a9a-450812e52ee0	TCGA-C5-A2LY-01A-31W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-CESC	e733f289-a0ec-478c-aad9-1378ad26ddfa	TCGA-C5-A2LY	298b78b6-2508-4247-a4e9-aee460786f98	TCGA-C5-A2LY-01A	2861ea6c-76c2-4bb8-b746-f52a2e8b8e27	TCGA-C5-A2LY-01A-31	e3f3d54f-6138-4858-9c63-08afdbc36497	TCGA-C5-A2LY-01A-31R	1.87	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.5	7.1	UV Spec	released	'--
TCGA-CESC	e733f289-a0ec-478c-aad9-1378ad26ddfa	TCGA-C5-A2LY	80879749-fd29-4988-a078-cd34d4745453	TCGA-C5-A2LY-10A	7d29cf12-e116-4d1c-b9dd-dd81d1b8c4f1	TCGA-C5-A2LY-10A-01	6ab7913f-a91d-48ec-a87a-2850fde90f33	TCGA-C5-A2LY-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	e733f289-a0ec-478c-aad9-1378ad26ddfa	TCGA-C5-A2LY	80879749-fd29-4988-a078-cd34d4745453	TCGA-C5-A2LY-10A	7d29cf12-e116-4d1c-b9dd-dd81d1b8c4f1	TCGA-C5-A2LY-10A-01	70375d6d-410e-4335-af40-8753c8c96e76	TCGA-C5-A2LY-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-UVM	df685f8c-645a-47ae-a471-63bf1973a0ae	TCGA-V4-A9EU	2dac7136-d3a0-4ffd-b22d-7f1f9b8b8e4c	TCGA-V4-A9EU-01A	7629cdff-b2b5-436f-bacc-6bf2b9bf77a2	TCGA-V4-A9EU-01A-11	3745dec1-ee6c-4ee9-9a89-283bed2d9988	TCGA-V4-A9EU-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-UVM	df685f8c-645a-47ae-a471-63bf1973a0ae	TCGA-V4-A9EU	2dac7136-d3a0-4ffd-b22d-7f1f9b8b8e4c	TCGA-V4-A9EU-01A	7629cdff-b2b5-436f-bacc-6bf2b9bf77a2	TCGA-V4-A9EU-01A-11	6f0bb196-1c78-4372-8b48-8624c337f6a0	TCGA-V4-A9EU-01A-11R	1.96	'--	'--	RNA	R	'--	0.18	nRNA - Melanoma Protocol	Yes	1.6	9.4	UV Spec	released	'--
TCGA-UVM	df685f8c-645a-47ae-a471-63bf1973a0ae	TCGA-V4-A9EU	bb227a1d-921f-4435-8119-81d4f83d28f9	TCGA-V4-A9EU-10A	5a4240b7-9c4c-4c62-bde0-3db75b0aac97	TCGA-V4-A9EU-10A-01	886e5ef0-f8d1-4dbc-993b-1989fa1c3cf1	TCGA-V4-A9EU-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-UVM	a83802da-0219-4cf1-9560-16295363491d	TCGA-WC-A884	025977a6-91d8-449c-929e-a064e31fdda4	TCGA-WC-A884-01A	8295e36c-9786-4ea3-ac68-7f37f5e7e305	TCGA-WC-A884-01A-11	b8c5ab50-e3b6-456e-8cb7-acbd5fd7bcf4	TCGA-WC-A884-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-UVM	a83802da-0219-4cf1-9560-16295363491d	TCGA-WC-A884	025977a6-91d8-449c-929e-a064e31fdda4	TCGA-WC-A884-01A	8295e36c-9786-4ea3-ac68-7f37f5e7e305	TCGA-WC-A884-01A-11	d156dc04-9af9-47a8-880d-8b4ca835245e	TCGA-WC-A884-01A-11R	1.71	'--	'--	RNA	R	'--	0.16	nRNA - Melanoma Protocol	Yes	1.25	7.7	UV Spec	released	'--
TCGA-UVM	a83802da-0219-4cf1-9560-16295363491d	TCGA-WC-A884	5ddfc597-1d3b-43dc-968b-32add6b49a9f	TCGA-WC-A884-10A	d67fa12c-decc-44b7-906c-e749fe642836	TCGA-WC-A884-10A-01	1a266ac1-0e8f-487d-8204-e7cfc6ac641f	TCGA-WC-A884-10A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	be9bf36a-12e1-4386-addf-1686dc8b49de	TCGA-E2-A153	624d0956-1c6a-49fc-8135-05a677775b88	TCGA-E2-A153-10A	8b4b48ab-63a8-46e9-98d3-00f03f08ecec	TCGA-E2-A153-10A-01	db9fe071-12e1-4a48-9f6a-36d5b4560e16	TCGA-E2-A153-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	be9bf36a-12e1-4386-addf-1686dc8b49de	TCGA-E2-A153	624d0956-1c6a-49fc-8135-05a677775b88	TCGA-E2-A153-10A	8b4b48ab-63a8-46e9-98d3-00f03f08ecec	TCGA-E2-A153-10A-01	e9da5d9e-420c-4a7e-af21-f8b718d86e85	TCGA-E2-A153-10A-01D	1.93	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	be9bf36a-12e1-4386-addf-1686dc8b49de	TCGA-E2-A153	6526e884-ca7a-4f10-9cb8-fe8fa90f1dbb	TCGA-E2-A153-01A	2603501e-093d-4a3d-8a65-d63205e4309e	TCGA-E2-A153-01A-12	19c44577-9949-45e2-a1c6-ba9c1b86637d	TCGA-E2-A153-01A-12R	1.9	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.3	7.6	UV Spec	released	'--
TCGA-BRCA	be9bf36a-12e1-4386-addf-1686dc8b49de	TCGA-E2-A153	6526e884-ca7a-4f10-9cb8-fe8fa90f1dbb	TCGA-E2-A153-01A	2603501e-093d-4a3d-8a65-d63205e4309e	TCGA-E2-A153-01A-12	4bfd240b-9081-459b-acb7-fe5c42b7fd6d	TCGA-E2-A153-01A-12D	1.93	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	be9bf36a-12e1-4386-addf-1686dc8b49de	TCGA-E2-A153	6526e884-ca7a-4f10-9cb8-fe8fa90f1dbb	TCGA-E2-A153-01A	2603501e-093d-4a3d-8a65-d63205e4309e	TCGA-E2-A153-01A-12	ff0de35a-e8db-4c9b-8914-4a33f89d3306	TCGA-E2-A153-01A-12W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
