"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"422",25,30,29,29,27,28,21,24,18,27,25,21,25,32,22
"423",25,20,29,19,23,29,26,31,26,26,25,27,22,23,24
"424",29,25,24,25,33,21,26,26,20,28,25,25,24,22,26
"425",26,31,26,23,20,28,21,24,28,26,27,22,21,22,25
"426",27,23,23,29,28,24,33,29,28,21,21,28,24,28,24
"427",25,21,23,23,22,26,25,27,28,17,25,26,28,24,19
"428",30,30,28,23,22,27,26,27,26,26,23,23,23,25,26
"429",21,26,25,20,24,23,24,27,25,29,34,27,25,26,28
"430",21,30,21,25,31,23,26,21,20,24,28,22,23,24,22
"431",20,15,23,37,35,16,20,23,20,30,25,24,20,28,29
"432",22,17,22,27,25,33,22,23,22,29,23,24,27,20,24
"433",30,27,32,22,23,27,23,33,27,19,26,23,21,24,27
"434",26,17,22,27,23,26,20,24,30,23,27,29,20,26,26
"435",23,29,30,26,32,33,28,23,27,31,25,24,23,27,22
"436",29,24,22,30,30,25,25,22,22,22,28,21,25,24,21
"437",15,20,21,25,16,20,25,19,28,25,24,23,23,26,25
"438",26,22,20,32,26,23,30,24,24,27,25,25,22,28,26
"439",20,32,27,19,20,23,28,26,28,30,21,25,24,30,25
"440",20,24,20,31,24,23,18,26,20,23,21,25,21,27,26
"441",28,29,25,23,21,31,27,23,27,22,26,22,24,22,28
"442",21,26,23,28,14,20,30,23,31,21,32,26,21,28,29
"443",19,21,22,23,24,29,22,23,27,23,22,17,28,24,28
"444",23,18,32,27,23,26,23,20,26,22,29,30,24,25,23
"445",25,20,19,23,25,25,30,31,23,28,31,25,28,26,26
"446",29,25,21,28,25,25,26,17,23,25,28,28,28,27,29
"447",21,22,30,26,29,24,22,31,23,24,27,30,29,25,21
"448",24,26,27,28,23,29,22,28,33,23,25,22,24,27,25
"449",25,20,25,26,24,20,25,24,25,20,25,25,21,25,28
"450",18,24,30,24,22,30,24,29,21,25,27,19,23,25,29
"451",29,28,23,17,28,26,20,26,20,24,19,26,26,27,24
"452",25,23,19,23,30,28,28,23,24,21,24,20,29,24,25
"453",22,33,30,29,25,27,23,27,25,22,23,22,18,25,20
"454",26,25,22,23,22,25,26,26,27,27,24,22,26,21,25
"455",25,27,17,27,25,23,25,16,18,31,27,25,25,30,21
"456",23,28,28,27,27,23,21,26,21,21,24,20,25,23,26
"457",23,21,23,22,27,24,22,26,24,18,22,28,27,26,26
"458",18,21,24,21,30,27,27,26,26,23,28,28,29,26,26
"459",20,27,32,27,26,32,26,25,30,23,24,23,21,31,22
"460",24,27,28,31,31,21,26,20,35,29,27,19,27,25,27
"461",25,28,27,22,26,33,20,21,23,27,28,29,26,22,26
"462",25,22,24,30,21,18,32,25,21,24,27,30,26,22,28
"463",27,20,28,26,32,30,25,25,22,31,27,24,25,26,23
"464",26,28,19,24,27,21,22,21,26,29,23,27,24,23,22
"465",13,28,21,31,26,24,29,27,27,21,31,25,25,25,25
"466",20,26,24,19,28,28,21,26,29,20,21,25,27,21,23
"467",27,30,23,27,29,21,30,25,25,22,25,25,28,25,21
"468",25,30,19,27,25,26,22,18,19,32,19,22,22,26,25
"469",21,22,30,35,30,24,29,27,22,24,23,20,29,24,27
"470",22,20,28,18,26,25,28,22,24,25,25,26,22,29,27
"471",25,21,27,17,25,29,25,20,23,30,21,20,22,26,28
"472",28,29,26,22,26,23,24,23,23,25,25,19,23,23,22
"473",30,31,24,29,30,26,27,28,21,26,25,24,26,26,28
"474",16,28,34,35,29,24,22,27,23,26,26,23,28,22,30
"475",24,26,20,28,24,20,23,24,22,21,23,22,21,20,26
"476",25,27,25,27,17,22,23,22,26,23,24,24,27,25,27
"477",33,22,25,24,20,20,18,29,25,28,24,23,23,22,29
"478",26,28,31,26,36,22,18,33,23,27,23,21,23,24,26
"479",17,22,22,28,28,26,23,17,24,25,24,29,27,20,27
"480",21,25,22,20,25,28,20,31,23,28,23,23,29,25,22
"481",23,29,35,22,24,26,24,17,26,33,24,21,21,33,22
"482",23,31,23,31,27,23,28,23,19,25,26,26,22,24,29
"483",19,23,19,32,23,31,27,22,21,27,31,24,26,27,22
"484",27,27,19,32,20,22,31,21,31,29,24,24,27,24,31
"485",23,27,23,27,21,28,24,31,28,26,23,26,24,26,25
"486",25,26,38,29,15,36,30,24,20,26,26,31,25,29,26
"487",20,22,25,30,27,22,30,19,33,23,25,21,21,20,22
"488",23,29,31,26,24,31,21,27,24,29,26,25,25,26,26
"489",21,19,32,24,21,25,19,25,28,26,31,27,26,23,27
"490",22,21,21,26,26,18,23,24,22,19,26,21,25,27,21
"491",20,24,20,23,28,25,24,23,23,26,24,22,24,25,24
"492",29,27,21,35,27,20,28,21,20,26,25,22,26,18,25
"493",19,23,20,29,25,23,20,21,25,26,25,30,23,25,27
"494",29,27,14,17,25,26,25,21,25,18,20,24,27,23,25
"495",21,26,21,34,21,24,27,23,18,28,22,23,24,24,21
"496",28,30,25,26,22,27,34,22,26,19,24,28,23,27,29
"497",18,27,24,34,27,20,26,29,18,32,24,26,30,24,26
"498",31,26,22,18,19,22,26,24,25,19,24,21,18,22,27
"499",31,25,23,19,25,28,24,24,18,23,25,28,20,24,28
"500",28,22,26,24,29,28,30,24,21,26,24,25,29,24,25
"501",21,25,29,19,26,28,21,27,30,23,25,26,18,26,26
"502",30,26,26,27,26,22,23,32,29,23,24,25,24,23,21
"503",23,24,18,25,22,25,23,26,30,27,22,26,26,29,25
"504",27,21,24,26,25,24,29,26,17,25,17,29,29,26,26
"505",23,26,24,20,31,26,28,32,23,30,26,29,20,23,19
"506",27,24,27,28,24,23,30,20,23,33,22,23,24,18,28
"507",19,24,30,25,22,29,20,22,26,25,26,28,22,20,27
"508",22,27,27,21,30,27,22,21,24,23,24,28,25,22,23
"509",26,25,22,31,25,33,25,26,26,27,27,30,26,21,30
"510",29,19,18,25,20,23,28,31,18,34,21,27,22,26,27
"511",26,34,24,27,25,25,23,27,24,24,24,23,21,23,24
"512",27,21,20,19,27,26,22,22,29,23,20,31,27,27,26
"513",24,29,23,24,18,24,20,26,26,25,26,26,26,27,23
"514",23,22,26,29,19,23,24,27,26,28,21,23,23,21,27
"515",29,24,22,32,32,25,22,24,23,29,21,21,21,25,24
"516",29,26,24,23,25,24,23,29,27,27,26,24,22,26,22
"517",27,32,26,23,29,30,29,22,28,28,28,28,23,27,29
"518",24,24,24,27,21,22,26,25,22,25,34,22,23,23,24
"519",21,26,21,27,22,24,29,26,23,24,24,20,27,21,28
"520",24,29,24,26,26,29,27,26,28,26,21,22,25,30,25
"521",30,26,21,25,30,19,27,26,19,23,25,28,21,32,21
"522",27,28,28,21,24,28,31,37,30,31,21,24,23,29,21
"523",25,18,25,14,32,24,27,23,22,24,28,26,26,26,24
"524",24,24,25,22,25,31,23,27,28,29,27,25,31,23,26
"525",28,23,23,24,21,25,25,28,25,29,27,27,25,22,29
"526",30,21,25,25,29,22,28,28,20,25,24,24,24,26,25
"527",24,26,28,28,29,29,18,27,22,27,30,25,23,23,25
"528",19,20,22,27,28,24,31,24,26,36,29,28,29,24,24
"529",20,24,24,27,27,22,21,26,28,21,18,26,25,33,26
"530",22,25,23,21,25,32,24,27,26,21,30,28,26,25,24
"531",23,30,25,21,29,27,24,18,27,30,20,20,25,32,24
"532",23,31,19,24,21,24,27,27,30,23,26,18,25,22,25
"533",27,29,21,28,26,24,23,20,23,21,24,28,23,25,28
"534",27,24,30,25,23,20,22,21,18,25,25,23,19,23,22
"535",20,14,28,26,23,22,25,30,26,25,27,21,22,27,27
"536",29,29,27,27,26,28,25,28,27,26,27,25,31,22,25
"537",23,24,27,30,32,19,23,18,27,26,24,21,20,27,25
"538",22,25,28,20,17,29,23,32,24,24,23,23,20,24,24
"539",24,30,24,23,21,26,24,26,26,22,26,25,23,24,20
"540",21,26,22,19,30,22,28,29,23,32,26,21,22,21,26
"541",23,31,26,21,21,25,29,25,27,26,26,25,25,31,28
"542",22,26,23,22,20,26,28,26,23,22,20,26,26,23,23
"543",26,31,28,34,23,19,25,29,21,29,23,27,22,26,29
"544",23,27,31,17,22,22,24,31,23,27,26,17,20,20,26
"545",24,19,23,20,21,29,20,22,29,32,25,23,23,22,25
"546",32,25,30,26,21,28,25,23,21,26,23,24,22,24,21
"547",26,22,20,29,22,19,26,22,22,25,22,18,25,26,24
"548",26,30,24,24,22,30,28,25,23,26,20,27,22,28,24
"549",27,22,19,24,20,34,25,21,27,22,29,26,24,25,27
"550",24,22,21,28,21,25,25,23,23,24,27,26,22,29,23
"551",25,27,22,20,28,25,34,25,24,20,24,27,22,25,22
"552",21,28,17,26,15,22,31,20,33,25,24,25,22,24,25
"553",28,26,25,21,26,20,28,26,25,28,24,22,25,19,20
"554",22,28,22,26,21,27,23,23,29,23,26,22,26,26,29
"555",22,16,27,21,18,20,24,22,30,27,23,23,26,28,20
"556",29,31,34,17,26,24,25,27,27,22,21,26,27,24,26
"557",26,19,30,28,26,29,30,21,27,17,24,27,22,19,26
"558",24,22,20,27,22,25,24,24,24,21,28,26,28,25,24
"559",32,25,24,30,19,30,26,26,25,30,25,30,26,27,25
"560",21,22,32,21,24,27,24,31,30,27,23,25,28,23,29
"561",20,30,16,22,19,22,25,26,32,23,25,23,24,27,23
"562",29,19,27,26,34,25,27,25,20,26,20,23,25,25,24
"563",26,31,23,25,27,29,22,25,28,20,24,21,27,25,25
"564",26,25,24,26,27,22,20,33,26,25,22,27,29,27,23
"565",24,27,23,22,19,28,21,26,31,20,25,27,25,33,25
"566",23,26,23,29,22,25,24,20,18,27,28,26,30,23,28
"567",29,35,32,24,26,17,26,31,23,26,27,24,21,25,23
"568",23,22,21,23,23,23,19,22,22,24,24,27,23,25,21
"569",27,22,29,27,27,30,20,24,23,24,25,28,24,26,26
"570",26,23,33,20,26,26,15,21,31,20,21,27,24,23,21
"571",28,22,32,26,22,19,33,19,28,19,22,25,22,20,28
"572",26,24,22,21,28,18,24,20,31,20,25,24,24,28,26
"573",28,28,33,26,31,19,24,23,25,24,24,26,24,25,23
"574",31,29,25,23,26,26,23,26,24,19,25,22,23,24,24
"575",27,27,26,31,24,31,28,25,22,26,27,25,26,25,22
"576",28,23,27,26,23,36,27,21,30,21,21,29,29,26,25
"577",18,29,24,18,28,19,25,24,26,26,29,24,20,28,26
"578",22,32,24,25,22,32,21,25,25,30,28,27,28,24,28
"579",28,28,24,23,31,28,23,23,21,26,24,28,28,25,20
"580",29,22,33,26,20,30,18,23,17,24,25,22,25,27,22
"581",24,29,23,29,20,31,23,22,24,26,24,24,25,24,24
"582",30,31,24,29,28,19,30,23,24,25,28,26,23,22,23
"583",31,23,26,20,21,29,20,27,21,24,28,19,24,26,23
"584",26,27,26,24,26,29,25,27,29,24,24,24,27,25,23
"585",24,31,17,23,23,22,24,29,27,26,25,22,25,20,25
"586",22,28,26,21,25,26,21,21,26,30,26,21,23,20,25
"587",31,24,21,27,25,23,34,28,25,28,24,25,19,26,27
"588",24,24,33,21,21,20,26,30,24,24,28,27,30,21,22
"589",28,22,21,26,21,28,22,27,19,29,22,26,18,22,25
"590",19,23,29,26,26,21,21,20,22,28,24,27,22,28,26
"591",24,20,25,25,23,31,30,25,24,19,21,20,27,26,23
"592",24,22,31,19,22,25,20,22,24,19,24,25,25,23,23
"593",29,24,22,28,20,25,21,25,32,29,22,26,27,26,23
"594",26,25,22,27,25,24,26,24,20,22,30,25,24,25,22
"595",25,21,32,27,21,25,21,23,22,25,23,26,23,28,25
"596",23,32,25,23,19,29,24,25,28,29,23,27,22,24,21
"597",30,26,26,24,27,32,26,25,24,23,31,24,23,26,26
"598",25,20,28,23,24,18,29,25,24,29,22,25,22,27,18
"599",23,22,31,27,17,26,26,18,34,28,29,25,25,25,22
"600",30,26,29,23,24,30,26,28,27,28,28,25,26,28,23
"601",27,23,24,24,28,28,24,24,29,22,25,27,27,26,28
"602",19,27,28,28,23,23,20,21,25,22,20,23,21,24,22
"603",25,29,18,25,22,26,22,28,31,24,26,23,27,25,31
"604",21,17,22,36,23,23,25,24,27,22,28,22,23,22,26
"605",27,27,17,26,27,27,25,31,28,21,26,19,28,17,29
"606",28,23,19,31,24,31,17,25,18,23,28,27,23,26,26
"607",18,24,28,28,24,21,23,24,29,25,28,23,23,22,22
"608",18,26,23,25,22,22,21,24,24,25,23,23,25,19,23
"609",22,22,31,22,20,26,28,21,24,24,20,25,31,19,23
"610",22,17,23,27,30,22,26,32,25,28,21,24,20,28,25
"611",29,24,28,27,23,26,29,28,25,27,23,25,21,24,23
"612",26,20,28,29,23,25,28,27,29,24,29,26,24,24,21
"613",26,23,22,23,22,28,27,20,21,24,23,29,21,29,26
"614",23,22,28,25,24,28,24,20,29,22,28,23,26,25,20
"615",21,33,24,31,24,31,23,22,19,25,23,24,22,29,29
"616",23,30,26,25,25,26,29,23,23,19,27,20,22,26,28
"617",25,24,27,21,24,23,22,20,25,20,21,27,23,27,28
"618",23,26,27,24,28,24,21,26,26,22,20,23,18,20,20
"619",23,25,22,17,29,21,25,25,24,22,24,28,24,22,26
"620",32,26,25,26,25,25,24,26,26,21,22,24,28,25,24
"621",26,26,22,20,23,23,26,25,26,30,31,29,23,29,21
"622",26,24,22,25,29,25,31,19,26,25,20,29,22,22,26
"623",23,28,25,19,23,26,20,25,31,22,23,28,27,29,23
"624",26,30,21,27,26,22,24,19,32,20,31,26,23,22,26
"625",20,17,32,24,29,25,23,20,29,23,28,20,20,22,21
"626",25,23,28,29,25,24,19,23,28,24,27,23,19,16,25
"627",25,26,19,25,17,24,28,22,30,27,23,22,25,32,23
"628",29,21,18,31,31,22,21,24,29,28,26,23,26,22,23
"629",23,26,26,23,17,29,27,22,26,25,26,23,28,26,21
"630",21,25,19,20,20,23,24,29,29,20,22,28,26,25,21
"631",21,20,25,29,27,27,26,21,22,24,24,23,24,29,27
"632",24,23,24,33,29,27,26,29,30,24,23,25,28,25,23
"633",25,21,24,18,26,27,26,20,24,21,24,27,24,25,24
"634",25,26,16,27,22,24,31,24,27,24,31,25,22,28,22
"635",33,29,24,23,24,27,23,28,23,27,24,22,24,28,30
"636",25,25,13,21,29,30,21,27,24,23,27,26,23,27,25
"637",32,24,26,25,25,22,28,21,21,27,26,16,29,22,22
"638",17,29,23,23,26,19,24,21,30,23,28,26,24,25,29
"639",22,24,24,28,26,22,23,25,20,24,29,25,24,23,28
"640",21,35,29,20,30,23,30,27,23,23,26,29,24,24,31
"641",31,31,18,21,25,28,27,26,26,30,25,27,23,24,26
"642",20,23,20,23,28,23,30,28,27,25,19,25,20,29,23
"643",32,25,30,29,31,22,27,25,25,27,25,22,25,26,23
"644",31,26,24,29,32,25,25,24,26,25,22,28,28,20,23
"645",14,21,18,22,28,28,20,32,30,26,21,26,20,24,28
"646",29,21,22,32,20,18,31,20,24,26,28,24,24,22,25
"647",33,19,24,20,22,20,27,30,28,19,23,26,21,28,19
"648",23,26,28,24,21,21,21,30,27,23,22,26,27,25,24
"649",20,28,25,23,23,24,27,28,21,21,21,28,23,24,25
"650",19,21,30,30,24,29,21,21,27,28,24,26,23,24,23
"651",25,22,29,29,22,28,33,21,24,25,24,23,25,30,28
"652",23,29,24,29,33,20,17,27,23,24,26,29,25,27,28
"653",24,29,18,27,28,26,25,21,27,29,25,24,27,22,26
"654",34,26,27,19,25,29,30,24,22,32,21,25,23,21,28
"655",17,23,21,31,29,20,24,29,23,20,22,24,20,22,23
"656",26,18,18,32,26,24,22,26,23,21,26,28,27,27,25
"657",31,16,24,25,26,30,26,27,23,24,22,24,22,24,26
"658",23,19,24,26,24,28,25,33,28,23,34,24,19,23,23
"659",19,29,20,20,21,26,21,22,31,21,33,20,30,24,26
"660",19,26,27,30,23,20,21,25,21,21,29,25,25,26,26
"661",22,25,33,18,23,21,22,23,32,24,22,18,23,24,23
"662",20,26,22,23,28,26,23,28,25,28,26,21,27,26,28
"663",28,15,22,30,23,24,26,23,26,27,22,30,27,20,29
"664",18,25,21,26,19,27,24,25,28,21,22,32,26,23,25
"665",28,24,22,24,24,26,20,28,25,26,26,28,21,26,26
"666",23,23,30,25,20,27,26,21,26,28,27,20,25,21,26
"667",25,34,23,25,23,24,23,24,24,29,22,25,24,23,25
"668",28,26,18,26,25,25,31,21,20,26,23,24,24,24,27
"669",23,30,26,24,18,21,27,23,18,32,24,24,24,22,21
"670",25,22,26,29,37,28,28,16,22,19,25,25,28,28,24
"671",23,35,25,34,26,29,26,16,24,24,24,28,24,22,31
"672",31,28,18,27,24,23,23,25,27,24,23,23,24,23,30
"673",24,26,30,23,23,19,25,29,29,25,22,27,20,22,22
"674",24,23,24,25,26,26,20,29,27,24,24,21,28,27,28
"675",24,25,20,20,21,19,18,23,27,21,24,25,24,24,27
"676",25,23,24,23,31,21,22,27,26,22,30,25,20,27,23
"677",29,23,23,20,22,25,22,24,25,21,21,25,25,21,24
"678",25,27,28,21,19,27,20,25,24,25,31,24,22,29,26
"679",27,24,28,19,22,26,26,22,23,25,26,25,25,27,23
"680",32,30,22,24,18,29,27,22,25,27,23,24,27,25,20
"681",22,26,15,26,24,26,25,29,21,26,22,20,25,25,23
"682",22,26,25,20,15,23,31,26,27,28,22,24,23,21,22
"683",26,26,24,26,21,23,23,26,30,25,25,30,23,25,23
"684",25,20,23,29,25,21,28,22,29,28,28,24,27,21,27
"685",20,22,26,25,16,24,24,28,23,23,22,29,23,27,27
"686",21,19,17,22,34,21,23,26,28,26,20,30,21,17,26
"687",25,21,30,27,24,22,25,28,25,22,31,24,20,22,24
"688",28,29,20,21,26,21,30,23,24,26,27,23,26,25,28
"689",27,27,23,24,12,30,22,26,26,23,25,20,23,25,24
"690",24,29,19,28,24,23,26,24,23,23,22,25,24,20,24
"691",33,25,26,38,30,17,26,30,24,24,25,23,23,23,23
"692",25,21,21,32,32,26,21,25,23,22,27,19,20,25,27
"693",22,27,23,23,25,31,22,28,31,22,25,29,26,24,22
"694",23,25,27,28,21,22,21,27,16,30,28,21,20,21,25
"695",30,26,28,20,29,20,25,29,21,21,24,25,28,30,26
"696",30,18,25,31,27,25,27,28,21,23,24,29,22,29,22
"697",27,15,35,30,23,28,23,27,22,28,25,20,26,27,28
"698",27,29,23,31,29,29,31,25,24,22,25,22,28,26,24
"699",28,16,24,28,22,26,22,23,23,28,26,23,19,26,27
"700",18,33,24,15,25,23,21,31,27,26,22,22,28,29,27
"701",22,27,27,21,16,28,29,26,27,29,22,24,27,27,27
"702",20,24,21,23,26,24,21,27,24,25,27,26,25,25,21
"703",23,21,24,20,24,23,18,29,19,25,24,25,23,27,25
"704",27,23,21,26,18,23,28,23,28,29,30,27,24,19,24
"705",24,34,17,27,17,29,25,25,31,27,24,23,27,26,26
"706",24,27,17,23,35,32,28,26,22,28,27,27,23,27,21
"707",28,36,19,31,24,30,22,24,27,24,20,23,29,25,21
"708",24,28,25,25,25,27,26,26,18,29,22,22,23,15,24
"709",23,28,27,28,25,23,24,27,18,28,20,25,23,22,24
"710",28,25,28,25,14,27,31,22,31,23,20,20,26,24,27
"711",22,28,16,19,23,26,28,27,28,20,25,19,31,21,26
"712",31,22,26,25,25,28,30,16,24,23,20,27,23,24,26
"713",22,31,27,21,26,24,32,31,28,22,25,31,28,27,25
"714",29,29,34,26,27,22,26,20,22,28,29,21,22,21,27
"715",22,25,24,22,32,26,23,18,26,22,27,26,27,25,24
"716",17,27,17,23,27,23,33,22,26,29,26,24,24,22,28
"717",23,26,22,30,18,25,26,23,23,28,21,25,23,25,24
"718",23,23,27,19,25,23,28,30,24,32,30,20,21,22,26
"719",27,25,17,23,26,22,20,24,22,29,21,22,22,23,23
"720",27,19,20,19,26,24,21,27,27,24,19,22,25,24,30
"721",25,27,20,25,22,17,28,25,17,23,27,27,24,19,23
"722",22,22,26,20,28,22,23,23,23,28,22,26,25,24,27
"723",21,35,27,29,23,26,25,28,22,28,23,26,27,21,23
"724",30,20,25,28,30,23,16,22,29,19,23,26,25,28,21
"725",26,31,29,26,20,23,19,23,27,26,27,22,24,28,27
"726",26,25,23,27,23,29,29,28,29,21,26,27,30,25,21
"727",24,19,30,20,25,21,29,26,21,24,20,22,21,29,22
"728",27,27,30,30,28,27,25,28,20,25,23,22,21,22,26
"729",21,20,32,20,18,28,29,15,26,27,23,27,25,25,24
"730",22,23,21,31,25,29,30,25,24,24,23,27,23,22,27
"731",22,17,24,31,27,26,26,27,21,29,29,22,27,27,18
"732",27,21,17,35,27,26,29,33,22,34,27,27,26,25,23
"733",25,20,23,25,24,27,16,18,30,23,27,22,23,17,21
"734",16,20,29,25,27,23,27,27,25,27,18,22,24,25,25
"735",30,23,24,26,23,30,31,29,23,24,23,23,22,26,24
"736",24,29,27,26,22,27,32,14,28,22,23,20,23,26,21
"737",24,19,28,28,28,22,21,24,38,22,22,26,25,24,28
"738",28,25,16,25,26,25,25,22,30,28,24,22,30,27,21
"739",19,21,31,39,21,22,21,22,24,26,24,24,23,25,18
"740",22,23,15,17,20,32,22,27,23,25,30,26,22,27,19
"741",24,24,24,22,25,24,20,23,26,29,26,20,31,25,26
"742",29,24,23,20,20,22,22,25,25,22,26,27,23,18,25
"743",23,21,24,27,36,19,30,23,28,25,20,23,24,22,23
"744",26,24,20,23,31,33,28,28,24,22,23,29,23,25,24
"745",25,29,26,25,28,23,20,25,25,29,29,22,28,22,30
"746",29,14,25,26,23,24,26,21,22,31,36,19,23,23,23
"747",26,19,29,24,19,24,26,21,30,30,29,24,27,24,21
"748",30,25,32,25,30,25,28,29,20,21,25,23,21,26,24
"749",30,26,25,21,32,24,18,22,24,23,25,24,26,26,22
"750",20,27,21,20,26,26,26,24,27,30,21,25,30,25,28
"751",23,21,24,26,20,26,23,27,30,27,24,23,20,27,25
"752",28,31,16,23,22,30,23,23,28,25,22,23,25,26,24
"753",19,30,21,28,27,26,27,26,20,29,23,25,22,25,24
"754",25,23,19,24,21,27,24,27,21,24,24,25,26,26,28
"755",25,22,25,20,22,24,29,23,28,20,25,19,24,29,24
"756",24,29,20,25,36,23,22,23,21,24,25,25,20,25,30
"757",30,29,24,24,22,21,18,22,22,30,22,21,24,23,26
"758",29,28,19,22,27,16,27,23,22,26,22,23,22,24,27
"759",25,24,30,23,23,24,23,22,24,20,24,23,23,23,26
"760",32,23,23,23,23,30,23,30,23,29,26,25,20,26,26
"761",25,23,26,20,26,21,25,24,32,26,27,25,22,27,24
"762",26,28,25,25,20,27,19,25,30,23,27,20,21,27,24
"763",28,27,29,22,25,23,25,25,22,23,32,26,25,27,26
"764",26,22,28,29,23,23,27,22,26,20,24,31,24,23,27
"765",17,27,23,23,33,30,24,23,27,22,24,23,22,23,27
"766",20,25,20,21,28,25,23,19,27,26,27,23,24,22,24
"767",29,26,21,22,27,24,20,23,21,26,29,21,20,29,25
"768",16,24,24,23,21,25,33,29,26,26,24,26,28,31,24
"769",26,20,16,27,24,23,27,27,28,20,26,23,26,23,24
"770",20,23,25,27,21,23,29,29,22,22,22,27,24,25,23
"771",26,27,22,26,18,28,20,27,18,24,27,27,24,22,26
"772",23,27,23,21,17,27,25,24,25,24,29,18,25,21,27
"773",23,20,25,26,18,28,26,25,24,29,25,24,20,30,28
"774",25,26,30,26,24,30,28,23,26,23,28,29,27,31,27
"775",28,26,28,22,24,25,25,24,26,25,25,26,26,25,26
"776",27,26,24,22,23,24,24,28,21,26,29,23,26,25,26
"777",28,25,23,28,23,24,26,23,24,22,27,23,24,30,25
"778",27,26,29,23,21,27,21,29,22,21,22,17,21,27,28
"779",24,29,24,21,27,24,27,23,24,21,26,23,25,22,20
"780",17,20,18,32,30,22,26,23,22,25,25,22,22,29,20
"781",24,16,17,32,34,20,28,18,29,32,23,27,25,20,27
"782",30,22,30,22,20,23,28,25,23,24,26,26,23,23,26
"783",27,18,27,28,25,19,27,28,23,26,25,24,24,23,21
"784",26,24,28,25,24,19,24,21,28,32,23,17,16,22,22
"785",22,28,21,22,24,25,23,18,28,29,25,25,22,27,27
"786",22,21,22,25,30,27,26,19,25,26,25,23,27,29,26
"787",23,20,23,26,22,26,23,27,19,20,24,24,19,31,25
"788",30,24,21,20,19,24,21,26,22,26,27,23,26,25,24
"789",23,23,27,29,35,28,29,25,26,18,30,28,21,22,23
"790",30,31,23,25,21,23,28,32,26,23,20,20,22,23,25
"791",28,24,26,19,23,28,23,28,31,24,27,27,27,26,28
"792",28,25,24,25,22,26,29,21,24,28,27,23,19,24,29
"793",26,22,22,24,28,26,22,27,26,30,25,25,21,26,25
"794",22,20,22,21,24,28,23,24,19,27,21,30,21,21,25
"795",33,34,18,28,23,24,16,25,23,25,21,28,19,21,25
"796",25,31,29,23,27,27,24,26,22,20,24,23,22,22,25
"797",22,28,27,29,26,23,23,26,25,25,24,21,29,23,23
"798",23,17,25,31,19,28,22,24,20,24,26,27,24,25,26
"799",23,33,24,23,32,25,27,22,26,27,22,26,23,27,27
"800",25,26,19,26,25,25,26,24,23,18,23,29,23,21,28
"801",28,27,23,17,24,27,23,25,24,27,26,25,23,23,22
"802",33,23,26,24,28,24,28,28,27,24,27,21,28,25,23
"803",20,25,21,22,31,25,27,32,29,28,25,23,23,25,23
"804",26,33,27,22,26,30,26,26,20,34,23,26,21,21,20
"805",29,20,24,19,23,26,26,30,23,29,22,20,25,23,25
"806",21,29,28,18,34,21,27,32,36,20,26,23,25,29,23
"807",22,23,22,24,22,26,28,26,20,29,21,24,25,28,23
"808",18,25,27,31,23,27,29,33,27,27,28,19,26,26,21
"809",29,25,32,27,27,28,27,21,26,25,27,24,25,29,24
"810",23,26,32,24,25,27,16,28,27,23,24,24,28,24,23
"811",22,26,23,28,29,24,26,29,32,25,27,22,20,22,24
"812",27,23,24,22,22,23,30,31,22,29,23,26,20,31,22
"813",28,29,25,22,30,23,25,27,25,29,22,25,25,27,24
"814",23,28,22,25,21,28,20,22,25,30,24,25,27,25,26
"815",28,22,40,32,17,21,25,25,30,26,26,28,21,26,23
"816",22,29,20,26,23,35,27,22,27,20,27,22,24,25,27
"817",22,21,26,25,20,28,24,27,27,25,21,26,23,23,23
"818",22,33,22,23,20,18,27,28,27,26,21,26,21,24,26
"819",26,20,21,23,30,28,23,28,22,26,25,27,24,28,24
"820",25,24,23,32,23,25,22,26,31,25,26,26,23,25,25
"821",28,23,28,19,34,22,30,24,21,20,21,26,27,30,22
"822",19,29,19,28,27,26,21,26,24,28,27,26,25,28,26
"823",26,26,20,25,22,24,28,24,27,28,22,20,28,27,19
"824",26,23,29,26,23,24,30,31,26,30,26,24,21,26,24
"825",19,26,27,22,26,29,23,12,29,28,24,22,24,23,24
"826",33,21,22,32,27,21,25,28,29,22,27,27,27,32,26
"827",28,28,24,23,22,22,19,25,25,25,24,23,24,25,25
"828",24,15,21,27,19,26,22,21,24,23,28,25,22,27,23
"829",30,29,27,26,27,30,26,32,27,24,27,23,20,23,25
"830",30,21,22,24,17,23,28,23,21,25,26,24,25,23,25
"831",27,25,19,25,32,22,23,20,23,29,28,21,24,22,25
"832",34,21,25,33,21,32,31,24,30,26,27,25,29,30,24
"833",30,33,21,26,27,22,22,24,25,24,27,30,29,23,29
"834",25,30,27,22,22,20,26,26,21,26,22,21,23,31,24
"835",26,18,25,19,31,25,27,19,20,25,29,30,19,29,25
"836",23,26,24,22,24,26,32,32,21,21,26,25,27,19,27
"837",25,25,27,34,26,25,28,24,25,28,22,23,28,24,26
"838",20,25,25,21,27,23,26,29,29,27,21,22,23,24,23
"839",28,33,28,25,23,16,27,24,28,25,28,25,25,29,24
"840",23,21,28,25,21,26,29,22,38,31,29,22,28,27,31
"841",20,23,26,30,24,25,28,24,21,33,27,26,28,28,26
"842",24,24,21,33,25,28,27,25,27,33,26,27,24,27,25
"843",27,25,28,29,18,23,19,30,22,30,24,28,22,27,27
