nu,D,seed,distance
3.5,70.0,1.0,0.15051234707143962
3.5,70.0,2.0,0.15612817467254486
3.5,70.0,3.0,0.1486510807739539
3.5,70.0,4.0,0.16074692762524156
3.5,70.0,5.0,0.15440068421834227
5.0,70.0,1.0,0.09226908185452073
5.0,70.0,2.0,0.09537293633544612
5.0,70.0,3.0,0.09115933749125033
5.0,70.0,4.0,0.09934168207287049
5.0,70.0,5.0,0.09450150697946966
10.0,70.0,1.0,0.1445110272361366
10.0,70.0,2.0,0.14413314893603651
10.0,70.0,3.0,0.14496839015581692
10.0,70.0,4.0,0.14470528585132755
10.0,70.0,5.0,0.1442358785680515
1.1,80.0,1.0,0.3942009007308815
1.1,80.0,2.0,0.40496421297647944
1.1,80.0,3.0,0.39289765788861375
1.1,80.0,4.0,0.41071246552310076
1.1,80.0,5.0,0.4032006513979549
1.3,80.0,1.0,0.3623912553103017
1.3,80.0,2.0,0.3739995314413497
1.3,80.0,3.0,0.36197459166954243
1.3,80.0,4.0,0.378253773594895
1.3,80.0,5.0,0.3714720789258357
1.5,80.0,1.0,0.33483366864257885
1.5,80.0,2.0,0.34497150178959146
1.5,80.0,3.0,0.33347411080702977
1.5,80.0,4.0,0.3508835321296308
1.5,80.0,5.0,0.3434973520008099
1.7,80.0,1.0,0.3096888979523917
1.7,80.0,2.0,0.3194852247301586
1.7,80.0,3.0,0.3085559550810149
1.7,80.0,4.0,0.32414601900813317
1.7,80.0,5.0,0.31724416267645744
2.0,80.0,1.0,0.276524832348242
2.0,80.0,2.0,0.2855502804384024
2.0,80.0,3.0,0.2746319255433791
2.0,80.0,4.0,0.29029359845527236
2.0,80.0,5.0,0.28377355537312965
2.5,80.0,1.0,0.22918575034082994
2.5,80.0,2.0,0.23710740972089747
2.5,80.0,3.0,0.22790445974993292
2.5,80.0,4.0,0.24197386566934617
2.5,80.0,5.0,0.23556824634114573
3.5,80.0,1.0,0.15817300578263158
3.5,80.0,2.0,0.1643393578714498
3.5,80.0,3.0,0.15651244724971125
3.5,80.0,4.0,0.16916860576651208
3.5,80.0,5.0,0.16253428602282696
5.0,80.0,1.0,0.09737424230077618
5.0,80.0,2.0,0.10097022054652631
5.0,80.0,3.0,0.09606300857116176
5.0,80.0,4.0,0.1048494987188112
5.0,80.0,5.0,0.10012982760654474
10.0,80.0,1.0,0.13890038519466347
10.0,80.0,2.0,0.13856983449801577
10.0,80.0,3.0,0.13931953861069296
10.0,80.0,4.0,0.13913986116905178
10.0,80.0,5.0,0.138619809358824
1.1,90.0,1.0,0.40092150345038413
1.1,90.0,2.0,0.4117975834369019
1.1,90.0,3.0,0.3996157849181275
1.1,90.0,4.0,0.4178050546792829
1.1,90.0,5.0,0.41055399133626636
1.3,90.0,1.0,0.36915291469169226
1.3,90.0,2.0,0.38091508237746763
1.3,90.0,3.0,0.36868640959271926
1.3,90.0,4.0,0.38525379943774335
1.3,90.0,5.0,0.37870789141260675
1.5,90.0,1.0,0.34179820099495956
1.5,90.0,2.0,0.3521521818205559
1.5,90.0,3.0,0.34048728086169444
1.5,90.0,4.0,0.35825295030742793
1.5,90.0,5.0,0.3505325790739898
1.7,90.0,1.0,0.316524319195872
1.7,90.0,2.0,0.3267293602227745
1.7,90.0,3.0,0.315634110430719
1.7,90.0,4.0,0.33153820216519414
1.7,90.0,5.0,0.32459144809627133
2.0,90.0,1.0,0.2833516751470722
2.0,90.0,2.0,0.29291917504065235
2.0,90.0,3.0,0.2817684237507314
2.0,90.0,4.0,0.29768687230089214
2.0,90.0,5.0,0.291179153537199
2.5,90.0,1.0,0.2360861181843675
2.5,90.0,2.0,0.24437459094171127
2.5,90.0,3.0,0.2348578210656098
2.5,90.0,4.0,0.24953858194171769
2.5,90.0,5.0,0.2427376523922467
3.5,90.0,1.0,0.16483276887343618
3.5,90.0,2.0,0.17161647134706165
3.5,90.0,3.0,0.16315420005949818
3.5,90.0,4.0,0.17654843694846248
3.5,90.0,5.0,0.1694112499124729
5.0,90.0,1.0,0.10202977883380453
5.0,90.0,2.0,0.1059658308461171
5.0,90.0,3.0,0.10072645484046867
5.0,90.0,4.0,0.110064585240395
5.0,90.0,5.0,0.10490731996162984
10.0,90.0,1.0,0.1343235139896889
10.0,90.0,2.0,0.1339660199795581
10.0,90.0,3.0,0.13474331300217246
10.0,90.0,4.0,0.13461100781875912
10.0,90.0,5.0,0.1340111564626643
1.1,100.0,1.0,0.40664399237888044
1.1,100.0,2.0,0.4179926611517559
1.1,100.0,3.0,0.40571056840419556
1.1,100.0,4.0,0.4240350281099369
1.1,100.0,5.0,0.4168486766871583
1.3,100.0,1.0,0.3750527053398203
1.3,100.0,2.0,0.38746892980237235
1.3,100.0,3.0,0.37479989738090175
1.3,100.0,4.0,0.3916433754547019
1.3,100.0,5.0,0.38505745934031144
1.5,100.0,1.0,0.34792953317767433
1.5,100.0,2.0,0.35852558212809027
1.5,100.0,3.0,0.3467282586469382
1.5,100.0,4.0,0.36479227336741676
1.5,100.0,5.0,0.3572302786802194
1.7,100.0,1.0,0.32271167981491433
1.7,100.0,2.0,0.3331755699011792
1.7,100.0,3.0,0.32183672313612693
1.7,100.0,4.0,0.33809039108061784
1.7,100.0,5.0,0.3308951370973297
2.0,100.0,1.0,0.28988399912420276
2.0,100.0,2.0,0.29938524934882754
2.0,100.0,3.0,0.2881733599680296
2.0,100.0,4.0,0.30392634186418427
2.0,100.0,5.0,0.2979180941763627
2.5,100.0,1.0,0.24246423144217377
2.5,100.0,2.0,0.2510815667570974
2.5,100.0,3.0,0.24096487805317898
2.5,100.0,4.0,0.2561041810039008
2.5,100.0,5.0,0.249714004417245
3.5,100.0,1.0,0.17098635556257008
3.5,100.0,2.0,0.17789215320431676
3.5,100.0,3.0,0.16923293707370318
3.5,100.0,4.0,0.1827497360406589
3.5,100.0,5.0,0.17599945333670877
5.0,100.0,1.0,0.10665236600741476
5.0,100.0,2.0,0.1108719155519
5.0,100.0,3.0,0.1048160193258205
5.0,100.0,4.0,0.11494866416723107
5.0,100.0,5.0,0.10949072912846028
10.0,100.0,1.0,0.1303204303622393
10.0,100.0,2.0,0.13009623068078127
10.0,100.0,3.0,0.1308337995338822
10.0,100.0,4.0,0.13092508005022507
10.0,100.0,5.0,0.13010481856706105
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
