"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"421",35,54,74,40,25,43,46,54,29,41,52,55,55,57,45
"422",68,79,61,59,98,44,42,66,58,49,49,49,56,56,46
"423",39,43,49,69,66,53,60,57,49,45,50,56,47,38,56
"424",57,78,39,42,67,64,54,48,67,27,43,49,57,54,54
"425",31,34,54,64,61,51,46,67,53,57,46,49,54,46,44
"426",23,92,47,26,89,49,47,45,57,60,45,46,54,58,47
"427",56,68,33,22,52,60,51,59,65,46,43,60,52,54,58
"428",61,77,46,24,34,48,44,60,39,57,47,53,46,50,44
"429",55,26,73,59,80,49,73,56,31,64,57,43,41,60,48
"430",41,58,56,59,74,52,43,52,50,53,49,54,55,43,51
"431",44,33,19,37,42,37,53,45,64,55,56,49,51,35,40
"432",61,27,14,47,49,53,62,45,41,40,39,44,58,43,45
"433",58,37,54,42,44,54,58,54,48,73,47,70,52,60,41
"434",63,32,35,58,56,53,48,47,53,68,51,46,67,49,57
"435",17,77,26,100,73,45,45,55,41,43,62,51,52,47,56
"436",43,27,67,99,40,46,55,58,66,52,50,58,54,53,40
"437",46,19,50,20,20,63,41,65,54,43,45,58,62,45,54
"438",49,68,27,20,34,52,58,43,63,57,46,45,41,57,56
"439",51,69,46,13,53,53,37,42,40,38,62,48,43,63,52
"440",56,28,17,29,54,33,50,61,45,43,49,48,66,47,62
"441",17,47,42,53,60,49,48,40,38,49,47,40,61,50,51
"442",31,33,32,26,26,45,38,39,51,54,39,53,42,40,64
"443",40,29,29,28,36,47,47,67,53,50,50,43,50,34,65
"444",39,17,44,46,47,55,61,35,40,48,43,55,49,43,42
"445",54,36,22,42,41,55,30,44,44,65,45,45,47,51,52
"446",40,30,24,51,82,34,55,44,41,40,55,41,42,43,42
"447",39,100,33,29,40,41,56,36,42,39,54,53,42,42,56
"448",78,44,14,31,37,46,56,53,56,45,40,61,52,54,48
"449",49,17,47,52,64,50,47,52,38,51,43,37,39,47,43
"450",71,62,12,22,58,48,32,47,39,54,47,50,48,46,41
"451",57,27,43,40,78,53,46,40,44,57,53,47,47,46,49
"452",80,53,43,25,21,43,35,51,33,52,46,42,46,45,51
"453",36,69,40,22,22,69,76,35,51,44,57,42,48,52,49
"454",45,45,26,31,43,46,52,42,33,43,43,43,40,41,59
"455",90,45,19,46,39,54,32,44,45,69,65,48,49,37,43
"456",48,68,16,83,82,43,53,37,48,53,44,47,51,54,44
"457",38,102,47,74,51,64,35,48,53,59,48,52,41,34,47
"458",41,39,65,103,55,46,48,44,71,26,38,43,50,54,47
"459",60,33,57,71,34,48,49,48,63,50,58,52,53,54,46
"460",38,36,27,60,52,68,45,50,65,48,49,46,43,55,53
"461",61,107,30,27,40,47,49,35,61,63,48,50,40,66,51
"462",43,54,21,18,54,44,62,48,59,56,61,59,50,59,48
"463",90,65,51,44,33,47,68,47,44,59,46,48,54,53,48
"464",71,17,26,29,32,58,44,37,42,41,46,48,53,57,59
"465",27,48,73,24,56,39,48,33,42,53,48,59,49,58,55
"466",100,80,25,53,82,60,47,50,42,51,57,43,41,49,50
"467",42,104,71,44,32,51,60,57,37,47,38,45,46,52,35
"468",59,31,54,51,71,68,48,55,56,59,55,53,61,41,50
"469",46,67,104,40,57,56,50,44,54,52,52,50,37,46,49
"470",33,92,33,39,57,42,38,38,39,42,60,42,56,42,60
"471",65,61,51,79,61,65,47,40,51,56,50,55,38,56,52
"472",24,29,46,50,69,50,61,59,51,63,46,56,45,56,56
"473",42,48,43,50,46,54,65,35,60,40,55,35,51,44,43
"474",30,72,64,34,14,59,43,61,58,66,52,53,57,48,52
"475",64,29,59,26,32,47,67,35,45,54,52,48,42,48,50
"476",44,34,41,49,63,62,32,52,46,60,62,53,50,59,47
"477",38,62,43,39,29,40,45,52,40,53,51,40,49,55,57
"478",64,45,22,28,59,46,47,68,61,66,59,59,59,49,43
"479",58,49,47,65,40,36,53,40,51,48,45,33,48,45,44
"480",44,48,100,70,31,56,54,51,39,27,37,50,52,39,55
"481",72,33,17,44,20,37,47,49,58,40,60,44,45,54,56
"482",57,37,43,79,24,44,42,70,44,61,38,50,49,49,42
"483",39,48,49,71,56,47,48,41,50,41,46,56,43,39,64
"484",36,20,47,38,62,54,57,55,44,59,41,46,49,52,53
"485",29,27,23,83,84,46,41,45,51,54,52,46,59,46,60
"486",40,68,38,47,47,56,53,48,44,42,45,45,49,50,49
"487",50,115,50,82,92,60,42,38,60,40,50,51,49,46,64
"488",45,66,38,32,74,48,45,49,40,37,60,47,54,45,48
"489",53,54,44,17,9,41,50,69,65,60,50,52,47,46,31
"490",52,59,71,53,32,41,45,40,44,48,41,44,47,52,42
"491",21,38,46,70,34,45,64,48,39,70,45,46,41,44,60
"492",48,19,43,46,25,48,56,53,50,45,46,53,60,59,44
"493",51,43,14,27,103,50,70,48,64,75,47,45,49,48,58
"494",42,85,77,26,51,50,54,41,46,52,50,63,50,47,58
"495",116,34,47,91,32,62,53,41,45,34,49,56,49,48,45
"496",29,21,23,25,45,41,47,58,40,44,43,69,58,60,47
"497",75,75,31,46,65,47,22,47,67,39,47,56,42,45,41
"498",22,89,60,75,34,58,40,49,38,37,45,53,45,51,60
"499",33,29,90,82,40,53,47,55,43,75,59,48,56,44,42
"500",80,51,94,73,72,77,58,56,50,56,56,31,37,58,65
"501",26,58,61,34,60,44,37,43,68,40,65,47,36,42,43
"502",38,51,42,62,49,53,38,36,61,49,48,47,53,41,68
"503",77,62,40,54,54,40,60,62,38,54,45,49,65,42,44
"504",28,30,52,38,24,41,63,40,63,44,46,37,54,63,45
"505",59,22,72,32,48,61,38,33,59,43,44,44,59,56,41
"506",42,47,87,79,39,38,55,48,51,60,54,55,53,39,40
"507",36,43,33,44,42,50,61,64,38,65,42,55,49,62,41
"508",48,45,55,33,74,54,52,63,68,53,53,41,43,60,66
"509",57,61,59,36,54,44,59,68,49,48,46,55,46,55,57
"510",83,62,22,46,21,54,40,56,42,38,49,60,47,39,43
"511",70,44,79,56,43,47,40,48,43,48,51,52,62,63,50
"512",65,46,44,50,44,55,47,43,47,47,48,57,41,50,49
"513",148,43,25,27,52,49,51,48,50,43,61,42,57,44,47
"514",36,18,60,64,51,58,58,52,50,62,49,47,51,44,43
"515",36,63,75,21,60,63,55,57,38,53,58,45,42,46,55
"516",67,152,28,12,48,57,57,46,51,41,56,52,59,48,65
"517",39,42,73,48,50,61,51,42,36,44,52,62,48,50,53
"518",21,61,45,60,29,77,49,57,33,50,59,52,43,42,45
"519",54,34,49,42,49,49,51,47,56,44,58,54,47,46,43
"520",81,65,49,51,105,47,32,40,50,47,53,52,63,41,47
"521",35,72,54,34,63,51,58,41,45,53,50,49,46,41,48
"522",27,42,27,65,41,42,90,71,48,45,46,53,54,58,42
"523",29,33,59,38,82,34,44,46,39,51,42,37,45,46,57
"524",18,20,56,45,122,49,54,48,59,45,38,55,57,46,52
"525",64,21,33,18,61,38,44,47,46,51,47,71,53,47,48
"526",57,42,48,51,24,59,60,68,48,70,47,43,53,39,44
"527",76,38,65,42,48,35,60,52,48,58,60,51,45,55,51
"528",97,63,79,36,38,49,42,58,52,48,39,46,41,48,41
"529",43,60,60,61,107,40,41,39,46,69,45,58,49,48,44
"530",42,58,46,41,16,34,36,33,54,74,40,56,55,46,50
"531",30,96,60,8,95,35,30,51,55,52,37,42,44,55,43
"532",64,95,68,49,74,51,53,58,49,42,43,43,36,47,50
"533",63,42,20,27,80,67,47,43,29,54,55,41,55,56,51
"534",19,24,31,73,70,57,58,34,55,44,64,33,48,53,51
"535",33,48,31,72,65,44,56,62,44,63,53,55,66,52,59
"536",28,25,15,38,18,27,53,52,60,33,48,49,49,39,56
"537",88,32,51,34,72,66,46,70,61,66,35,55,45,56,50
"538",75,23,95,66,66,50,72,52,42,60,61,53,62,50,50
"539",28,13,106,76,49,53,48,46,51,68,44,50,56,55,72
"540",45,85,59,76,43,40,39,63,54,72,49,43,50,57,57
"541",26,110,79,64,28,39,50,60,57,63,47,63,52,42,39
"542",71,69,82,40,56,39,43,42,55,34,40,49,53,56,49
"543",70,71,19,34,34,58,42,47,62,58,42,43,42,50,47
"544",65,98,65,53,39,50,39,48,48,61,49,50,48,50,61
"545",31,50,6,40,49,58,41,34,47,51,57,49,62,48,50
"546",74,51,72,26,39,44,66,50,53,34,55,46,53,60,38
"547",19,31,77,64,44,41,40,70,49,44,44,44,58,49,56
"548",113,47,43,2,24,39,68,65,37,48,42,44,58,51,54
"549",68,105,60,52,18,59,62,59,57,59,40,70,63,52,63
"550",32,52,82,61,33,57,42,63,20,36,54,49,52,51,72
"551",28,66,116,47,13,55,61,69,55,48,52,61,59,40,61
"552",70,60,77,49,70,43,48,43,54,56,51,62,37,54,40
"553",39,125,31,62,27,62,37,61,56,37,46,36,52,28,52
"554",24,29,47,24,43,36,49,28,55,31,39,54,46,55,59
"555",82,46,44,50,59,34,45,58,58,38,61,49,53,51,50
"556",49,55,44,66,45,45,56,54,43,37,51,46,54,58,40
"557",81,27,50,34,43,49,69,51,48,40,42,47,52,56,40
"558",54,77,27,67,50,42,50,56,66,48,58,50,45,56,45
"559",86,47,106,65,24,59,45,59,48,49,50,60,55,49,56
"560",70,27,12,28,39,49,76,56,53,41,43,59,57,47,45
"561",111,29,38,97,29,42,46,65,53,42,59,56,40,65,47
"562",74,53,28,40,52,54,55,62,48,53,41,50,51,52,53
"563",10,38,64,65,39,33,44,38,67,41,44,71,61,47,42
"564",45,64,78,42,71,39,49,51,46,39,51,43,59,55,38
"565",110,47,73,77,40,58,64,57,29,38,57,53,46,39,43
"566",62,63,48,34,71,57,63,56,41,47,62,48,57,50,39
"567",99,83,25,45,40,68,35,48,48,48,54,43,61,58,50
"568",91,18,74,34,48,59,37,49,45,41,69,59,35,47,44
"569",65,53,35,37,62,79,35,72,50,62,51,56,52,37,49
"570",42,85,34,54,64,57,43,29,60,53,47,40,37,41,41
"571",33,36,46,92,49,32,52,49,36,61,44,38,61,53,47
"572",48,34,59,54,47,53,51,35,72,45,54,41,64,48,53
"573",44,35,57,24,65,73,68,68,43,52,51,44,52,54,49
"574",31,67,28,41,64,55,73,57,44,56,54,48,42,52,43
"575",78,78,31,59,24,65,39,68,50,50,64,51,50,44,44
"576",92,56,68,29,54,71,51,52,75,51,61,68,43,61,46
"577",48,51,111,76,39,67,61,38,56,43,55,69,51,45,51
"578",62,24,56,82,26,49,45,56,36,53,52,47,52,46,44
"579",43,68,23,49,68,40,48,41,50,52,46,50,60,48,58
"580",123,53,65,60,45,51,45,47,51,34,51,53,59,69,49
"581",24,51,34,29,93,46,52,51,37,54,46,47,44,55,60
"582",35,65,28,39,58,47,60,61,62,47,52,52,37,40,48
"583",54,51,30,43,68,58,45,59,54,41,51,48,63,52,50
"584",35,42,72,34,42,70,51,40,68,64,62,47,65,48,54
"585",59,59,40,48,43,50,42,36,53,61,50,54,40,39,51
"586",62,29,83,51,66,53,54,65,45,66,50,40,37,57,54
"587",42,32,73,31,90,50,52,77,40,51,41,50,45,46,56
"588",40,39,42,64,30,73,52,45,51,59,59,47,49,51,60
"589",24,51,71,28,50,45,54,34,43,43,53,48,42,53,48
"590",45,51,39,77,42,46,40,50,62,30,49,50,45,42,47
"591",28,25,54,58,60,50,49,46,43,52,48,51,39,48,37
"592",50,114,20,29,47,47,49,39,46,68,50,49,44,45,53
"593",37,49,47,32,29,48,38,41,51,68,43,36,70,49,49
"594",32,52,47,61,53,59,45,47,64,37,56,50,55,47,46
"595",53,72,44,56,43,44,48,44,61,51,44,45,33,60,61
"596",17,26,25,59,78,45,55,74,46,48,46,40,60,42,66
"597",25,79,66,108,34,47,55,60,36,54,55,49,50,50,57
"598",39,53,30,27,97,47,38,36,56,52,47,51,52,44,47
"599",72,65,36,44,66,38,38,52,51,45,42,56,52,60,55
"600",28,51,41,89,64,55,39,51,67,49,56,55,42,43,42
"601",81,46,16,104,48,54,46,61,59,55,59,42,52,54,43
"602",52,24,65,66,45,50,50,52,41,62,56,45,42,47,57
"603",82,31,31,57,116,59,44,42,51,51,60,46,55,39,67
"604",40,54,32,39,51,33,60,47,43,69,38,43,39,58,60
"605",63,48,28,95,17,40,57,35,59,57,45,51,55,48,39
"606",64,59,23,45,33,47,43,65,58,58,48,48,42,68,50
"607",71,31,12,40,18,48,57,37,58,51,40,54,41,45,49
"608",56,78,57,57,44,37,45,58,40,52,40,53,36,46,51
"609",47,77,14,19,21,59,41,47,57,35,52,43,55,47,53
"610",25,29,32,31,64,60,36,50,67,36,45,59,54,60,50
"611",25,66,28,53,94,67,52,38,51,43,54,44,42,46,47
"612",67,37,49,21,22,51,47,50,53,36,43,47,57,59,58
"613",88,43,44,49,44,58,58,43,52,47,38,37,55,60,56
"614",29,60,44,93,30,55,41,50,30,38,54,50,52,63,56
"615",17,22,15,18,38,60,59,47,41,49,56,46,41,44,60
"616",53,63,33,36,66,47,60,51,46,57,52,56,50,58,53
"617",92,45,22,59,73,47,41,49,38,52,43,44,46,52,55
"618",33,21,32,19,46,40,61,33,38,42,47,52,46,57,51
"619",59,33,51,31,24,43,44,36,48,47,45,53,37,50,53
"620",59,99,47,44,50,58,52,57,50,44,49,45,61,33,44
"621",51,37,61,44,35,63,56,34,51,61,55,59,42,44,42
"622",53,68,95,72,32,44,35,32,44,61,54,45,50,43,41
"623",37,29,43,52,30,37,56,60,47,61,49,53,50,44,41
"624",98,46,31,100,72,48,43,44,36,54,44,54,45,47,43
"625",61,47,41,45,50,68,39,49,43,44,45,39,39,45,43
"626",49,75,76,57,63,43,39,61,39,52,60,52,50,48,43
"627",46,10,42,15,51,60,56,50,63,44,46,41,41,56,58
"628",25,22,33,21,48,61,39,45,49,44,59,46,53,45,57
"629",81,16,77,40,33,57,52,46,71,49,61,40,41,41,48
"630",51,47,77,44,113,51,60,36,46,56,59,45,54,38,47
"631",39,48,33,44,51,42,47,48,55,56,49,46,43,41,48
"632",35,34,46,54,51,44,46,44,39,56,41,40,50,43,68
"633",56,69,54,32,63,62,66,53,41,52,42,55,49,59,58
"634",55,29,79,54,86,43,31,35,43,51,59,48,45,47,57
"635",44,53,53,77,17,38,38,45,48,51,51,46,47,61,56
"636",79,46,75,57,47,55,35,48,44,38,43,45,57,45,50
"637",63,44,57,34,48,46,53,42,47,60,57,62,39,53,52
"638",31,62,61,17,31,65,55,46,37,57,53,39,52,48,46
"639",49,37,39,76,54,48,45,62,58,55,58,44,43,48,48
"640",17,105,70,81,38,43,68,40,62,53,46,42,50,44,55
"641",60,40,37,97,68,49,40,48,56,63,43,54,56,39,50
"642",40,29,28,20,42,56,44,51,44,35,54,57,56,37,57
"643",86,35,28,41,74,54,48,57,44,44,55,49,45,52,52
"644",57,51,68,90,79,38,44,50,64,58,53,67,56,46,51
"645",69,31,50,102,30,62,61,54,66,44,35,43,47,52,52
"646",52,25,35,55,81,45,50,47,68,47,56,40,69,56,57
"647",61,29,20,31,39,44,67,62,41,46,39,48,50,31,43
"648",48,87,51,70,57,52,41,49,43,60,48,43,62,47,64
"649",54,38,27,39,56,35,41,71,74,50,52,60,47,47,56
"650",48,24,47,37,33,52,48,52,71,57,42,53,44,57,56
"651",72,61,58,52,27,48,56,63,34,51,49,55,45,61,49
"652",79,29,49,65,26,29,40,46,48,44,50,41,46,59,54
"653",74,43,74,71,40,29,41,58,53,62,34,44,52,49,42
"654",68,57,31,23,23,31,45,49,47,50,36,52,52,43,43
"655",87,76,70,55,53,43,24,41,46,49,42,57,46,68,61
"656",68,53,28,47,37,48,46,36,62,61,42,43,41,61,48
"657",34,40,86,46,31,62,31,59,36,44,49,46,47,43,44
"658",22,95,17,76,45,40,62,53,43,41,58,49,38,46,47
"659",85,61,23,14,83,70,46,46,52,39,44,33,46,54,46
"660",47,58,33,58,70,34,46,37,47,53,58,49,52,49,60
"661",50,24,82,69,72,53,52,57,48,43,35,36,49,44,63
"662",36,59,11,77,35,61,75,41,46,51,59,57,55,56,40
"663",25,48,45,42,61,62,53,57,61,41,55,46,53,37,60
"664",22,67,53,39,37,61,50,66,30,45,57,49,62,51,46
"665",96,55,38,69,95,66,69,49,54,52,58,50,41,46,57
"666",49,49,43,41,62,60,57,53,56,61,58,63,64,51,47
"667",66,25,47,18,28,44,57,62,57,65,56,51,36,50,42
"668",10,58,54,84,40,37,52,54,49,66,47,48,45,48,38
"669",31,42,37,65,37,73,56,44,40,42,42,65,41,61,46
"670",85,51,44,41,19,52,58,58,61,53,69,56,50,34,47
"671",27,55,76,34,88,49,56,37,45,39,53,57,39,55,42
"672",51,37,32,36,84,36,42,39,28,69,48,52,58,51,54
"673",39,58,32,21,67,42,36,49,60,48,35,53,64,58,53
"674",43,31,58,48,52,38,47,58,51,41,47,52,51,51,41
"675",49,48,98,63,21,64,46,31,51,41,44,53,50,39,49
"676",16,69,74,55,41,32,52,56,43,47,53,47,53,57,51
"677",45,30,48,53,67,51,49,62,45,33,35,37,42,46,68
"678",95,40,102,85,40,25,50,49,43,69,46,45,40,31,48
"679",76,48,45,59,18,41,53,49,42,57,30,53,54,52,62
"680",30,58,74,97,87,60,43,52,62,60,45,50,59,46,63
"681",55,43,45,24,39,50,56,45,54,52,51,53,50,53,44
"682",18,60,38,48,59,59,68,40,57,41,58,53,39,45,50
"683",67,29,70,24,91,54,54,52,65,52,61,46,48,48,39
"684",51,63,37,57,27,43,38,63,53,60,58,44,64,51,61
"685",43,70,52,45,49,59,59,46,66,49,41,54,46,39,43
"686",50,143,29,81,71,38,50,38,41,32,62,68,45,60,45
"687",117,11,59,23,18,54,52,51,53,60,47,53,60,53,41
"688",41,44,60,120,58,69,52,73,43,42,57,41,44,58,49
"689",44,35,33,92,55,70,59,53,45,52,60,53,50,58,38
"690",49,96,24,39,49,40,42,47,57,70,67,49,51,50,62
"691",71,61,63,65,57,60,57,70,61,36,42,49,36,56,48
"692",43,62,63,37,29,39,61,44,46,48,60,54,58,46,57
"693",34,143,62,88,33,59,33,56,74,63,47,57,46,54,51
"694",65,137,64,22,76,56,36,50,68,45,55,47,51,50,48
"695",25,49,83,101,65,45,52,38,44,59,56,54,41,41,54
"696",25,47,50,56,20,51,50,62,57,48,45,57,56,60,56
"697",65,40,82,22,48,36,52,44,48,59,50,39,45,54,51
"698",22,41,35,21,41,50,52,52,40,55,44,40,45,54,37
"699",18,18,86,60,32,54,64,38,42,39,47,56,44,60,51
"700",27,36,83,59,30,52,49,58,39,48,58,49,59,60,42
"701",41,19,42,35,44,62,47,49,42,72,54,48,54,44,49
"702",111,37,83,45,45,66,61,43,37,47,66,58,49,53,62
"703",15,94,74,67,35,40,48,39,42,39,63,58,50,50,38
"704",32,56,66,71,32,33,54,61,47,54,38,50,57,47,47
"705",43,51,23,39,58,60,56,57,56,49,32,51,53,39,60
"706",33,46,66,28,53,39,45,53,43,40,58,56,57,36,55
"707",71,57,77,66,45,37,38,41,57,43,43,46,48,44,58
"708",33,53,44,54,44,57,49,52,66,45,41,55,41,39,45
"709",54,38,21,29,37,40,39,55,70,51,53,61,69,42,61
"710",24,68,48,31,44,38,46,54,45,43,46,46,60,52,53
"711",48,75,38,63,65,43,70,52,42,41,45,45,54,55,42
"712",31,50,37,48,49,50,51,40,56,59,48,53,40,43,52
"713",71,28,64,105,64,46,48,73,42,57,52,46,38,51,69
"714",90,15,31,16,21,61,51,56,35,50,55,48,47,60,40
"715",59,60,89,40,31,56,65,62,40,52,63,62,50,68,46
"716",54,48,31,31,33,45,51,48,65,44,57,49,60,47,55
"717",26,46,28,91,45,55,42,45,52,46,49,46,51,47,50
"718",56,39,55,18,19,40,57,41,60,59,59,52,44,51,42
"719",102,44,61,63,54,55,55,54,35,40,42,67,50,38,46
"720",52,95,33,63,27,44,51,65,41,57,49,50,48,36,47
"721",22,42,34,34,34,60,34,50,36,31,47,43,48,42,51
"722",74,40,42,15,47,41,44,38,25,45,61,52,51,65,45
"723",63,72,15,50,18,50,54,50,50,47,47,48,50,52,43
"724",34,20,115,38,77,40,56,46,38,49,49,50,54,47,58
"725",45,43,45,22,30,62,52,46,50,43,42,40,43,43,58
"726",76,58,31,21,35,65,51,55,56,49,59,45,54,41,51
"727",29,53,34,114,37,61,45,46,43,38,56,54,58,38,54
"728",42,62,50,55,37,59,53,63,38,50,61,54,55,35,46
"729",36,47,27,39,79,36,71,41,46,59,60,53,34,49,45
"730",73,51,32,29,30,51,46,48,44,44,38,53,46,45,56
"731",34,44,65,34,57,64,49,58,47,63,48,47,44,45,36
"732",29,9,49,83,61,65,51,57,34,42,52,55,33,53,54
"733",40,75,33,44,59,37,36,34,36,40,69,63,69,45,34
"734",31,76,48,39,54,63,49,44,53,44,42,47,44,47,48
"735",68,65,68,43,34,58,53,44,44,55,59,51,43,43,51
"736",39,40,35,55,23,49,54,28,39,52,55,43,39,46,49
"737",96,78,20,70,25,53,59,80,38,28,54,42,54,57,53
"738",27,46,55,37,97,67,50,45,41,48,54,51,47,38,46
"739",27,61,35,75,112,41,52,41,48,55,63,51,44,42,41
"740",42,61,67,57,26,47,46,38,52,49,44,53,66,50,55
"741",57,30,39,29,86,45,27,54,50,55,47,57,54,45,62
"742",44,40,32,23,22,63,54,42,57,44,48,50,49,48,55
"743",100,72,29,64,89,40,56,41,54,40,59,52,60,47,58
"744",31,66,45,24,54,38,63,67,51,22,42,46,47,51,45
"745",60,84,31,24,54,47,50,54,47,48,40,35,46,46,41
"746",31,62,28,43,78,36,65,45,50,54,48,46,40,54,46
"747",109,30,20,46,52,54,45,58,58,35,38,49,50,44,61
"748",50,19,28,30,50,52,59,53,32,74,49,62,39,52,43
"749",39,54,53,47,34,41,60,43,54,41,55,52,60,48,27
"750",59,66,52,32,42,39,49,35,46,65,50,59,47,53,44
"751",44,57,41,26,87,41,48,52,42,56,41,44,47,39,52
"752",76,68,41,23,15,52,54,39,49,51,41,58,58,53,45
"753",28,87,69,41,99,46,57,63,44,61,50,59,48,61,54
"754",38,46,16,97,43,45,64,45,54,51,51,56,45,40,47
"755",104,38,28,56,79,50,49,43,45,51,46,50,41,48,45
"756",73,30,51,117,63,34,44,44,42,40,47,48,45,58,50
"757",26,54,24,58,82,64,31,52,39,50,34,53,47,48,48
"758",45,39,32,40,35,45,57,45,36,68,64,57,51,47,48
"759",43,89,53,33,64,74,61,48,48,37,49,44,50,47,53
"760",55,51,38,84,68,48,52,34,72,67,63,48,43,57,45
"761",29,88,22,50,80,45,59,32,52,59,47,34,52,42,62
"762",37,40,82,72,40,61,57,52,61,60,46,57,36,46,52
"763",94,40,106,51,50,49,72,46,59,54,61,58,48,44,55
"764",92,37,33,43,58,61,57,50,46,59,50,49,45,44,59
"765",37,14,49,33,35,47,46,38,33,40,56,51,42,49,50
"766",51,53,24,55,62,41,47,54,62,62,53,58,49,56,53
"767",15,56,37,49,40,30,49,37,53,58,42,51,41,57,45
"768",46,50,45,41,51,76,47,39,63,67,40,51,44,61,52
"769",42,56,49,68,46,52,58,50,50,44,62,57,56,59,60
"770",49,38,62,44,32,43,57,37,49,55,48,56,46,46,39
"771",34,48,16,72,33,40,68,41,53,53,49,46,48,37,64
"772",83,60,78,57,35,47,50,56,54,42,46,64,56,49,44
"773",15,19,30,54,79,45,45,45,55,56,51,47,65,53,66
"774",45,58,28,63,40,43,44,41,54,53,45,58,53,56,56
"775",89,48,58,67,51,57,35,62,53,59,46,49,55,55,42
"776",67,53,27,43,58,65,52,75,54,49,60,50,48,59,54
"777",37,87,57,43,36,56,57,49,46,44,62,53,46,49,40
"778",33,78,32,53,46,53,62,54,59,39,50,48,53,44,54
"779",39,62,27,10,38,54,56,42,51,40,55,43,52,55,63
"780",39,60,33,26,53,34,51,44,52,65,59,51,55,55,44
"781",33,42,43,91,67,44,45,52,60,46,42,56,53,56,55
"782",29,42,60,68,40,38,53,52,64,47,45,65,47,48,50
"783",78,56,41,74,34,41,32,58,45,45,43,55,44,46,43
"784",106,104,88,40,76,65,54,43,46,35,42,55,48,54,53
"785",79,88,37,36,63,41,49,54,55,45,58,43,49,48,57
"786",109,85,54,99,56,52,55,48,38,55,52,50,45,51,61
"787",73,48,29,45,69,65,53,44,39,50,53,36,42,58,50
"788",91,52,53,34,70,59,55,49,47,41,57,52,52,62,48
"789",18,93,29,21,46,46,53,42,66,55,55,48,46,45,40
"790",46,59,85,113,54,41,49,55,42,48,49,62,39,46,41
"791",29,85,61,52,46,36,56,47,32,55,43,57,54,54,60
"792",89,34,30,44,91,53,46,35,55,69,41,54,53,50,47
"793",91,49,39,49,35,44,60,61,77,57,53,56,37,39,59
"794",73,20,93,84,23,45,67,48,33,61,44,42,77,52,50
"795",30,66,33,28,102,46,72,36,47,61,41,47,48,62,44
"796",58,50,40,33,59,64,64,89,60,54,50,47,52,46,46
"797",75,71,44,33,60,71,53,45,54,54,59,60,53,42,54
"798",40,82,55,134,32,40,52,58,41,54,67,56,48,57,51
"799",21,37,28,26,65,37,44,50,45,63,65,66,46,61,46
"800",72,45,65,41,45,72,50,44,43,39,63,56,63,40,51
"801",44,59,11,44,71,63,66,49,65,40,58,53,51,44,48
"802",51,56,21,75,123,74,38,60,47,71,35,50,46,65,48
"803",51,55,46,60,49,40,52,44,46,57,54,50,37,54,70
"804",65,30,40,39,29,51,34,46,57,47,57,53,50,45,57
"805",55,26,48,62,63,40,58,32,95,43,41,65,58,52,57
"806",47,119,66,61,87,61,55,61,44,53,51,42,45,40,57
"807",22,53,39,56,19,65,53,52,49,54,44,50,51,58,56
"808",45,51,62,34,99,68,59,44,50,60,61,36,53,53,53
"809",59,86,45,21,66,42,58,50,65,76,61,55,42,50,56
"810",26,29,46,46,73,63,35,54,49,54,54,51,47,65,54
"811",63,107,46,49,51,47,56,39,45,42,49,56,35,82,40
"812",37,92,21,79,27,33,44,52,58,54,48,59,41,50,47
"813",37,83,87,19,44,35,47,28,58,38,37,54,58,50,61
"814",80,41,72,34,47,51,50,36,57,53,55,43,48,52,55
"815",35,29,46,37,20,64,35,56,49,59,35,60,47,60,43
"816",57,45,87,69,35,54,65,47,42,78,40,51,43,44,46
"817",41,35,48,72,81,58,50,48,55,41,49,50,50,45,48
"818",14,125,124,26,71,57,60,49,52,46,60,48,73,56,57
"819",43,28,59,50,65,58,44,48,68,56,56,41,54,56,55
"820",37,66,62,60,52,55,64,71,37,49,60,68,48,56,62
"821",36,120,55,61,44,52,68,52,47,44,58,51,53,54,55
"822",66,29,24,33,80,36,61,48,43,43,54,57,49,50,46
"823",43,80,71,57,41,52,68,52,55,59,54,51,45,57,51
"824",47,27,33,29,40,59,48,41,54,58,53,49,62,52,51
"825",48,74,36,51,21,41,43,55,36,54,41,67,51,63,56
"826",17,44,72,23,53,40,51,65,49,54,54,61,64,44,61
"827",38,39,56,14,66,41,33,51,53,46,57,63,45,50,72
"828",71,94,31,87,26,56,52,70,58,34,45,48,46,45,46
"829",18,33,60,35,51,61,76,46,48,49,47,44,52,49,52
"830",13,78,34,46,42,47,58,38,51,44,41,54,42,47,48
"831",47,72,34,53,93,50,61,52,41,43,62,41,56,39,54
"832",53,50,23,24,40,53,49,46,48,40,54,52,66,48,47
"833",33,50,34,39,46,30,47,58,35,50,50,62,48,50,45
"834",28,45,95,55,29,41,66,64,41,54,47,62,55,56,44
"835",71,36,44,55,61,50,44,42,63,42,57,47,47,53,53
"836",53,45,50,57,24,57,41,60,42,54,35,47,48,47,49
"837",38,40,46,40,90,62,70,44,55,43,39,55,53,44,54
"838",54,50,80,44,6,46,55,54,58,75,54,43,37,46,46
"839",57,28,71,53,35,49,59,56,43,59,63,62,47,39,43
"840",46,60,40,31,40,56,68,39,45,50,60,48,55,51,48
"841",35,39,57,22,44,37,49,43,46,46,46,44,47,54,69
"842",30,33,42,55,33,32,53,57,53,44,48,63,38,43,44
